pos,sample,xls,condition,normalised_counts
107,RA,3,R,0.012198196293374753
108,RA,4,R,0.01626426172449967
109,RA,8,R,0.03252852344899934
110,RA,5,R,0.02033032715562459
111,RA,6,R,0.024396392586749506
113,RA,23,R,0.0935195049158731
114,RA,15,R,0.06099098146687376
115,RA,9,R,0.036594588880124256
116,RA,13,R,0.052858850604623926
117,RA,31,R,0.12604802836487244
118,RA,16,R,0.06505704689799868
119,RA,31,R,0.12604802836487244
120,RA,14,R,0.05692491603574885
121,RA,14,R,0.05692491603574885
122,RA,15,R,0.06099098146687376
123,RA,19,R,0.07725524319137343
124,RA,16,R,0.06505704689799868
125,RA,110,R,0.44726719742374094
126,RA,193,R,0.7847506282071091
127,RA,190,R,0.7725524319137343
128,RA,114,R,0.4635314591482406
129,RA,61,R,0.24802999129861997
130,RA,42,R,0.17077474810724655
131,RA,13,R,0.052858850604623926
132,RA,16,R,0.06505704689799868
133,RA,20,R,0.08132130862249835
134,RA,16,R,0.06505704689799868
135,RA,7,R,0.028462458017874424
136,RA,7,R,0.028462458017874424
137,RA,13,R,0.052858850604623926
138,RA,6,R,0.024396392586749506
139,RA,7,R,0.028462458017874424
140,RA,11,R,0.04472671974237409
141,RA,141,R,0.5733152257886134
142,RA,38,R,0.15451048638274686
143,RA,26,R,0.10571770120924785
144,RA,36,R,0.14637835552049702
145,RA,19,R,0.07725524319137343
146,RA,10,R,0.04066065431124918
147,RA,10,R,0.04066065431124918
148,RA,3,R,0.012198196293374753
149,RA,13,R,0.052858850604623926
150,RA,11,R,0.04472671974237409
151,RA,45,R,0.18297294440062128
152,RA,27,R,0.10978376664037277
153,RA,56,R,0.2276996641429954
154,RA,34,R,0.1382462246582472
155,RA,24,R,0.09758557034699802
156,RA,139,R,0.5651830949263635
157,RA,95,R,0.3862762159568672
158,RA,13,R,0.052858850604623926
159,RA,16,R,0.06505704689799868
160,RA,14,R,0.05692491603574885
161,RA,19,R,0.07725524319137343
162,RA,13,R,0.052858850604623926
163,RA,16,R,0.06505704689799868
164,RA,14,R,0.05692491603574885
165,RA,16,R,0.06505704689799868
166,RA,9,R,0.036594588880124256
167,RA,11,R,0.04472671974237409
168,RA,53,R,0.21550146784962063
169,RA,63,R,0.2561621221608698
170,RA,7,R,0.028462458017874424
171,RA,9,R,0.036594588880124256
172,RA,21,R,0.08538737405362327
173,RA,56,R,0.2276996641429954
174,RA,224,R,0.9107986565719816
175,RA,109,R,0.443201131992616
176,RA,91,R,0.3700119542323675
177,RA,37,R,0.15044442095162194
178,RA,30,R,0.12198196293374752
179,RA,25,R,0.10165163577812295
180,RA,17,R,0.0691231123291236
181,RA,18,R,0.07318917776024851
182,RA,31,R,0.12604802836487244
183,RA,51,R,0.2073693369873708
184,RA,7,R,0.028462458017874424
185,RA,4,R,0.01626426172449967
186,RA,65,R,0.26429425302311965
187,RA,29,R,0.11791589750262262
188,RA,80,R,0.3252852344899934
189,RA,132,R,0.5367206369084891
190,RA,242,R,0.98398783433223
191,RA,94,R,0.38221015052574225
192,RA,23,R,0.0935195049158731
193,RA,29,R,0.11791589750262262
194,RA,131,R,0.5326545714773642
195,RA,27,R,0.10978376664037277
196,RA,53,R,0.21550146784962063
197,RA,21,R,0.08538737405362327
198,RA,27,R,0.10978376664037277
199,RA,15,R,0.06099098146687376
200,RA,34,R,0.1382462246582472
201,RA,6,R,0.024396392586749506
202,RA,10,R,0.04066065431124918
203,RA,62,R,0.2520960567297449
204,RA,59,R,0.23989786043637015
205,RA,26,R,0.10571770120924785
206,RA,34,R,0.1382462246582472
207,RA,11,R,0.04472671974237409
208,RA,33,R,0.1341801592271223
209,RA,32,R,0.13011409379599737
210,RA,33,R,0.1341801592271223
211,RA,76,R,0.30902097276549373
212,RA,38,R,0.15451048638274686
213,RA,58,R,0.23583179500524523
214,RA,58,R,0.23583179500524523
215,RA,49,R,0.19923720612512097
216,RA,9,R,0.036594588880124256
217,RA,9,R,0.036594588880124256
218,RA,3,R,0.012198196293374753
219,RA,8,R,0.03252852344899934
220,RA,15,R,0.06099098146687376
221,RA,13,R,0.052858850604623926
222,RA,31,R,0.12604802836487244
223,RA,20,R,0.08132130862249835
224,RA,11,R,0.04472671974237409
225,RA,26,R,0.10571770120924785
226,RA,19,R,0.07725524319137343
227,RA,16,R,0.06505704689799868
228,RA,3,R,0.012198196293374753
229,RA,3,R,0.012198196293374753
230,RA,10,R,0.04066065431124918
231,RA,9,R,0.036594588880124256
232,RA,5,R,0.02033032715562459
233,RA,10,R,0.04066065431124918
234,RA,5,R,0.02033032715562459
235,RA,8,R,0.03252852344899934
236,RA,5,R,0.02033032715562459
237,RA,7,R,0.028462458017874424
238,RA,5,R,0.02033032715562459
239,RA,1,R,0.004066065431124918
240,RA,2,R,0.008132130862249835
241,RA,1,R,0.004066065431124918
243,RA,1,R,0.004066065431124918
244,RA,8,R,0.03252852344899934
245,RA,21,R,0.08538737405362327
246,RA,4,R,0.01626426172449967
247,RA,4,R,0.01626426172449967
248,RA,14,R,0.05692491603574885
249,RA,1,R,0.004066065431124918
250,RA,17,R,0.0691231123291236
251,RA,16,R,0.06505704689799868
252,RA,12,R,0.04879278517349901
253,RA,3,R,0.012198196293374753
254,RA,3,R,0.012198196293374753
255,RA,6,R,0.024396392586749506
256,RA,1,R,0.004066065431124918
257,RA,2,R,0.008132130862249835
258,RA,6,R,0.024396392586749506
259,RA,3,R,0.012198196293374753
260,RA,19,R,0.07725524319137343
261,RA,7,R,0.028462458017874424
262,RA,1,R,0.004066065431124918
263,RA,3,R,0.012198196293374753
264,RA,13,R,0.052858850604623926
265,RA,24,R,0.09758557034699802
266,RA,12,R,0.04879278517349901
267,RA,7,R,0.028462458017874424
268,RA,5,R,0.02033032715562459
269,RA,10,R,0.04066065431124918
270,RA,12,R,0.04879278517349901
271,RA,23,R,0.0935195049158731
272,RA,22,R,0.08945343948474818
273,RA,22,R,0.08945343948474818
274,RA,37,R,0.15044442095162194
275,RA,20,R,0.08132130862249835
276,RA,20,R,0.08132130862249835
277,RA,5,R,0.02033032715562459
278,RA,5,R,0.02033032715562459
279,RA,11,R,0.04472671974237409
280,RA,15,R,0.06099098146687376
281,RA,9,R,0.036594588880124256
282,RA,10,R,0.04066065431124918
283,RA,20,R,0.08132130862249835
284,RA,4,R,0.01626426172449967
285,RA,13,R,0.052858850604623926
286,RA,7,R,0.028462458017874424
287,RA,8,R,0.03252852344899934
288,RA,7,R,0.028462458017874424
289,RA,1,R,0.004066065431124918
290,RA,3,R,0.012198196293374753
291,RA,3,R,0.012198196293374753
292,RA,3,R,0.012198196293374753
293,RA,4,R,0.01626426172449967
294,RA,6,R,0.024396392586749506
295,RA,4,R,0.01626426172449967
296,RA,2,R,0.008132130862249835
297,RA,4,R,0.01626426172449967
298,RA,11,R,0.04472671974237409
299,RA,5,R,0.02033032715562459
300,RA,12,R,0.04879278517349901
301,RA,6,R,0.024396392586749506
302,RA,14,R,0.05692491603574885
303,RA,5,R,0.02033032715562459
304,RA,7,R,0.028462458017874424
305,RA,10,R,0.04066065431124918
307,RA,2,R,0.008132130862249835
308,RA,3,R,0.012198196293374753
309,RA,10,R,0.04066065431124918
310,RA,16,R,0.06505704689799868
311,RA,24,R,0.09758557034699802
312,RA,18,R,0.07318917776024851
313,RA,6,R,0.024396392586749506
314,RA,5,R,0.02033032715562459
315,RA,4,R,0.01626426172449967
316,RA,2,R,0.008132130862249835
317,RA,5,R,0.02033032715562459
318,RA,6,R,0.024396392586749506
319,RA,8,R,0.03252852344899934
320,RA,1,R,0.004066065431124918
321,RA,8,R,0.03252852344899934
322,RA,8,R,0.03252852344899934
323,RA,5,R,0.02033032715562459
324,RA,9,R,0.036594588880124256
325,RA,25,R,0.10165163577812295
326,RA,18,R,0.07318917776024851
327,RA,9,R,0.036594588880124256
328,RA,2,R,0.008132130862249835
329,RA,2,R,0.008132130862249835
330,RA,4,R,0.01626426172449967
331,RA,8,R,0.03252852344899934
332,RA,13,R,0.052858850604623926
333,RA,5,R,0.02033032715562459
334,RA,2,R,0.008132130862249835
335,RA,4,R,0.01626426172449967
336,RA,2,R,0.008132130862249835
337,RA,12,R,0.04879278517349901
338,RA,6,R,0.024396392586749506
339,RA,26,R,0.10571770120924785
340,RA,48,R,0.19517114069399605
341,RA,26,R,0.10571770120924785
342,RA,3,R,0.012198196293374753
343,RA,8,R,0.03252852344899934
344,RA,8,R,0.03252852344899934
345,RA,5,R,0.02033032715562459
346,RA,12,R,0.04879278517349901
347,RA,21,R,0.08538737405362327
348,RA,5,R,0.02033032715562459
349,RA,9,R,0.036594588880124256
350,RA,7,R,0.028462458017874424
351,RA,5,R,0.02033032715562459
352,RA,15,R,0.06099098146687376
353,RA,14,R,0.05692491603574885
354,RA,10,R,0.04066065431124918
355,RA,31,R,0.12604802836487244
356,RA,13,R,0.052858850604623926
357,RA,13,R,0.052858850604623926
358,RA,8,R,0.03252852344899934
359,RA,11,R,0.04472671974237409
360,RA,17,R,0.0691231123291236
361,RA,46,R,0.1870390098317462
362,RA,26,R,0.10571770120924785
363,RA,10,R,0.04066065431124918
364,RA,12,R,0.04879278517349901
365,RA,5,R,0.02033032715562459
366,RA,8,R,0.03252852344899934
367,RA,4,R,0.01626426172449967
368,RA,9,R,0.036594588880124256
369,RA,6,R,0.024396392586749506
370,RA,17,R,0.0691231123291236
371,RA,22,R,0.08945343948474818
372,RA,13,R,0.052858850604623926
373,RA,8,R,0.03252852344899934
374,RA,14,R,0.05692491603574885
375,RA,1,R,0.004066065431124918
376,RA,13,R,0.052858850604623926
377,RA,5,R,0.02033032715562459
378,RA,22,R,0.08945343948474818
379,RA,26,R,0.10571770120924785
380,RA,8,R,0.03252852344899934
381,RA,11,R,0.04472671974237409
382,RA,7,R,0.028462458017874424
383,RA,4,R,0.01626426172449967
384,RA,1,R,0.004066065431124918
385,RA,11,R,0.04472671974237409
386,RA,5,R,0.02033032715562459
387,RA,3,R,0.012198196293374753
388,RA,14,R,0.05692491603574885
389,RA,7,R,0.028462458017874424
390,RA,11,R,0.04472671974237409
391,RA,6,R,0.024396392586749506
392,RA,6,R,0.024396392586749506
393,RA,8,R,0.03252852344899934
394,RA,4,R,0.01626426172449967
395,RA,1,R,0.004066065431124918
397,RA,2,R,0.008132130862249835
398,RA,9,R,0.036594588880124256
399,RA,4,R,0.01626426172449967
400,RA,3,R,0.012198196293374753
401,RA,2,R,0.008132130862249835
402,RA,3,R,0.012198196293374753
403,RA,6,R,0.024396392586749506
404,RA,7,R,0.028462458017874424
405,RA,11,R,0.04472671974237409
406,RA,10,R,0.04066065431124918
407,RA,4,R,0.01626426172449967
408,RA,3,R,0.012198196293374753
410,RA,9,R,0.036594588880124256
411,RA,23,R,0.0935195049158731
412,RA,8,R,0.03252852344899934
413,RA,12,R,0.04879278517349901
414,RA,9,R,0.036594588880124256
415,RA,2,R,0.008132130862249835
416,RA,10,R,0.04066065431124918
417,RA,4,R,0.01626426172449967
418,RA,8,R,0.03252852344899934
419,RA,18,R,0.07318917776024851
420,RA,26,R,0.10571770120924785
421,RA,37,R,0.15044442095162194
422,RA,20,R,0.08132130862249835
423,RA,30,R,0.12198196293374752
424,RA,24,R,0.09758557034699802
425,RA,95,R,0.3862762159568672
426,RA,134,R,0.544852767770739
427,RA,43,R,0.17484081353837147
428,RA,3,R,0.012198196293374753
429,RA,24,R,0.09758557034699802
430,RA,13,R,0.052858850604623926
431,RA,8,R,0.03252852344899934
432,RA,14,R,0.05692491603574885
433,RA,40,R,0.1626426172449967
434,RA,20,R,0.08132130862249835
435,RA,15,R,0.06099098146687376
436,RA,22,R,0.08945343948474818
437,RA,35,R,0.14231229008937213
438,RA,24,R,0.09758557034699802
439,RA,11,R,0.04472671974237409
440,RA,6,R,0.024396392586749506
441,RA,7,R,0.028462458017874424
442,RA,5,R,0.02033032715562459
443,RA,3,R,0.012198196293374753
444,RA,1,R,0.004066065431124918
445,RA,3,R,0.012198196293374753
446,RA,7,R,0.028462458017874424
448,RA,3,R,0.012198196293374753
449,RA,9,R,0.036594588880124256
450,RA,2,R,0.008132130862249835
452,RA,1,R,0.004066065431124918
453,RA,4,R,0.01626426172449967
454,RA,9,R,0.036594588880124256
455,RA,5,R,0.02033032715562459
456,RA,17,R,0.0691231123291236
457,RA,6,R,0.024396392586749506
458,RA,12,R,0.04879278517349901
459,RA,5,R,0.02033032715562459
461,RA,7,R,0.028462458017874424
462,RA,10,R,0.04066065431124918
463,RA,14,R,0.05692491603574885
464,RA,8,R,0.03252852344899934
465,RA,12,R,0.04879278517349901
466,RA,12,R,0.04879278517349901
467,RA,8,R,0.03252852344899934
468,RA,8,R,0.03252852344899934
469,RA,21,R,0.08538737405362327
470,RA,16,R,0.06505704689799868
471,RA,14,R,0.05692491603574885
472,RA,46,R,0.1870390098317462
473,RA,29,R,0.11791589750262262
474,RA,25,R,0.10165163577812295
475,RA,26,R,0.10571770120924785
476,RA,11,R,0.04472671974237409
477,RA,15,R,0.06099098146687376
478,RA,6,R,0.024396392586749506
479,RA,11,R,0.04472671974237409
480,RA,5,R,0.02033032715562459
481,RA,2,R,0.008132130862249835
482,RA,4,R,0.01626426172449967
483,RA,5,R,0.02033032715562459
484,RA,6,R,0.024396392586749506
485,RA,17,R,0.0691231123291236
486,RA,26,R,0.10571770120924785
487,RA,16,R,0.06505704689799868
488,RA,54,R,0.21956753328074555
489,RA,39,R,0.15857655181387179
490,RA,35,R,0.14231229008937213
491,RA,61,R,0.24802999129861997
492,RA,62,R,0.2520960567297449
493,RA,24,R,0.09758557034699802
494,RA,25,R,0.10165163577812295
495,RA,15,R,0.06099098146687376
496,RA,26,R,0.10571770120924785
497,RA,82,R,0.33341736535224326
498,RA,115,R,0.46759752457936554
499,RA,71,R,0.2886906456098692
500,RA,144,R,0.5855134220819881
501,RA,657,R,2.671404988249071
502,RA,133,R,0.540786702339614
503,RA,159,R,0.646504403548862
504,RA,49,R,0.19923720612512097
505,RA,33,R,0.1341801592271223
506,RA,39,R,0.15857655181387179
507,RA,31,R,0.12604802836487244
508,RA,44,R,0.17890687896949636
509,RA,60,R,0.24396392586749505
510,RA,110,R,0.44726719742374094
511,RA,532,R,2.163146809358456
512,RA,96,R,0.3903422813879921
513,RA,122,R,0.49605998259723993
514,RA,165,R,0.6709007961356114
515,RA,147,R,0.5977116183753629
516,RA,68,R,0.2764924493164944
517,RA,55,R,0.22363359871187047
518,RA,68,R,0.2764924493164944
519,RA,147,R,0.5977116183753629
520,RA,30,R,0.12198196293374752
521,RA,96,R,0.3903422813879921
522,RA,183,R,0.74408997389586
523,RA,412,R,1.6752189576234662
524,RA,83,R,0.3374834307833682
525,RA,133,R,0.540786702339614
526,RA,87,R,0.35374769250786786
527,RA,125,R,0.5082581788906148
528,RA,52,R,0.2114354024184957
529,RA,81,R,0.32935129992111833
530,RA,194,R,0.788816693638234
531,RA,77,R,0.31308703819661865
532,RA,70,R,0.28462458017874426
533,RA,84,R,0.3415494962144931
534,RA,120,R,0.4879278517349901
535,RA,174,R,0.7074953850157357
536,RA,43,R,0.17484081353837147
537,RA,57,R,0.2317657295741203
538,RA,58,R,0.23583179500524523
539,RA,721,R,2.9316331758410654
540,RA,310,R,1.2604802836487246
541,RA,339,R,1.378396181151347
542,RA,154,R,0.6261740763932373
543,RA,54,R,0.21956753328074555
544,RA,84,R,0.3415494962144931
545,RA,65,R,0.26429425302311965
546,RA,139,R,0.5651830949263635
547,RA,43,R,0.17484081353837147
548,RA,37,R,0.15044442095162194
549,RA,128,R,0.5204563751839895
550,RA,139,R,0.5651830949263635
551,RA,181,R,0.7359578430336101
552,RA,269,R,1.0937716009726028
553,RA,111,R,0.45133326285486586
554,RA,101,R,0.4106726085436167
555,RA,43,R,0.17484081353837147
556,RA,63,R,0.2561621221608698
557,RA,208,R,0.8457416096739828
558,RA,122,R,0.49605998259723993
559,RA,30,R,0.12198196293374752
560,RA,32,R,0.13011409379599737
561,RA,248,R,1.0083842269189796
562,RA,546,R,2.220071725394205
563,RA,70,R,0.28462458017874426
564,RA,76,R,0.30902097276549373
565,RA,44,R,0.17890687896949636
566,RA,27,R,0.10978376664037277
567,RA,68,R,0.2764924493164944
568,RA,47,R,0.19110507526287113
569,RA,264,R,1.0734412738169783
570,RA,77,R,0.31308703819661865
571,RA,26,R,0.10571770120924785
572,RA,44,R,0.17890687896949636
573,RA,62,R,0.2520960567297449
574,RA,620,R,2.520960567297449
575,RA,65,R,0.26429425302311965
576,RA,104,R,0.4228708048369914
577,RA,39,R,0.15857655181387179
578,RA,219,R,0.890468329416357
579,RA,232,R,0.9433271800209809
580,RA,292,R,1.1872911058884759
581,RA,502,R,2.0411648464247087
582,RA,704,R,2.862510063511942
583,RA,129,R,0.5245224406151143
584,RA,197,R,0.8010148899316087
585,RA,481,R,1.9557774723710855
586,RA,1009,R,4.102660020005042
587,RA,128,R,0.5204563751839895
588,RA,88,R,0.3578137579389927
589,RA,195,R,0.7928827590693589
590,RA,313,R,1.2726784799420992
591,RA,224,R,0.9107986565719816
592,RA,132,R,0.5367206369084891
593,RA,340,R,1.382462246582472
594,RA,221,R,0.8986004602786068
595,RA,44,R,0.17890687896949636
596,RA,91,R,0.3700119542323675
597,RA,155,R,0.6302401418243623
598,RA,505,R,2.0533630427180833
599,RA,206,R,0.8376094788117331
600,RA,168,R,0.6830989924289862
601,RA,185,R,0.7522221047581098
602,RA,609,R,2.4762338475550747
603,RA,270,R,1.0978376664037277
604,RA,193,R,0.7847506282071091
605,RA,249,R,1.0124502923501044
606,RA,117,R,0.4757296554416154
607,RA,20,R,0.08132130862249835
608,RA,33,R,0.1341801592271223
609,RA,87,R,0.35374769250786786
610,RA,127,R,0.5163903097528646
611,RA,100,R,0.4066065431124918
612,RA,50,R,0.2033032715562459
613,RA,188,R,0.7644203010514845
614,RA,189,R,0.7684863664826095
615,RA,519,R,2.1102879587538323
616,RA,431,R,1.7524742008148395
617,RA,267,R,1.0856394701103531
618,RA,282,R,1.1466304515772268
619,RA,62,R,0.2520960567297449
620,RA,105,R,0.42693687026811633
621,RA,137,R,0.5570509640641137
622,RA,183,R,0.74408997389586
623,RA,196,R,0.7969488245004839
624,RA,131,R,0.5326545714773642
625,RA,261,R,1.0612430775236035
626,RA,230,R,0.9351950491587311
627,RA,45,R,0.18297294440062128
628,RA,68,R,0.2764924493164944
629,RA,304,R,1.236083891061975
630,RA,804,R,3.2691166066244337
631,RA,318,R,1.293008807097724
632,RA,411,R,1.671152892192341
633,RA,119,R,0.4838617863038652
634,RA,38,R,0.15451048638274686
635,RA,38,R,0.15451048638274686
636,RA,115,R,0.46759752457936554
637,RA,66,R,0.2683603184542446
638,RA,16,R,0.06505704689799868
639,RA,49,R,0.19923720612512097
640,RA,125,R,0.5082581788906148
641,RA,341,R,1.386528312013597
642,RA,57,R,0.2317657295741203
643,RA,63,R,0.2561621221608698
644,RA,101,R,0.4106726085436167
645,RA,50,R,0.2033032715562459
646,RA,96,R,0.3903422813879921
647,RA,76,R,0.30902097276549373
648,RA,126,R,0.5123242443217396
649,RA,104,R,0.4228708048369914
650,RA,19,R,0.07725524319137343
651,RA,49,R,0.19923720612512097
652,RA,116,R,0.47166359001049046
653,RA,418,R,1.6996153502102156
654,RA,48,R,0.19517114069399605
655,RA,40,R,0.1626426172449967
656,RA,109,R,0.443201131992616
657,RA,141,R,0.5733152257886134
658,RA,197,R,0.8010148899316087
659,RA,137,R,0.5570509640641137
660,RA,194,R,0.788816693638234
661,RA,216,R,0.8782701331229822
662,RA,55,R,0.22363359871187047
663,RA,284,R,1.1547625824394767
664,RA,483,R,1.9639096032333352
665,RA,1496,R,6.082833884962877
666,RA,299,R,1.2157535639063504
667,RA,258,R,1.0490448812302287
668,RA,303,R,1.23201782563085
669,RA,349,R,1.4190568354625963
670,RA,523,R,2.126552220478332
671,RA,873,R,3.549675121372053
672,RA,961,R,3.907488879311046
673,RA,697,R,2.8340476054940678
674,RA,320,R,1.3011409379599737
675,RA,548,R,2.228203856256455
676,RA,309,R,1.2564142182175995
677,RA,561,R,2.281062706861079
678,RA,360,R,1.4637835552049703
679,RA,349,R,1.4190568354625963
680,RA,738,R,3.000756288170189
681,RA,577,R,2.3461197537590777
682,RA,294,R,1.1954232367507258
683,RA,284,R,1.1547625824394767
684,RA,460,R,1.8703900983174622
685,RA,605,R,2.4599695858305752
686,RA,213,R,0.8660719368296075
687,RA,527,R,2.1428164822028317
688,RA,686,R,2.7893208857516933
689,RA,897,R,3.647260691719051
690,RA,296,R,1.2035553676129755
691,RA,557,R,2.264798445136579
692,RA,707,R,2.874708259805317
693,RA,1527,R,6.208881913327749
694,RA,118,R,0.4797957208727403
695,RA,110,R,0.44726719742374094
696,RA,236,R,0.9595914417454806
697,RA,524,R,2.1306182859094567
698,RA,243,R,0.988053899763355
699,RA,276,R,1.1222340589904773
700,RA,620,R,2.520960567297449
701,RA,3708,R,15.076970618611195
702,RA,2121,R,8.62412477941595
703,RA,2222,R,9.034797387959568
704,RA,197,R,0.8010148899316087
705,RA,89,R,0.36187982337011765
706,RA,65,R,0.26429425302311965
707,RA,66,R,0.2683603184542446
708,RA,98,R,0.39847441225024194
709,RA,335,R,1.3621319194268475
710,RA,266,R,1.081573404679228
711,RA,526,R,2.138750416771707
712,RA,423,R,1.7199456773658401
713,RA,963,R,3.915621010173296
714,RA,415,R,1.6874171539168408
715,RA,241,R,0.9799217689011052
716,RA,216,R,0.8782701331229822
717,RA,170,R,0.691231123291236
718,RA,68,R,0.2764924493164944
719,RA,251,R,1.0205824232123544
720,RA,248,R,1.0083842269189796
721,RA,201,R,0.8172791516561084
722,RA,532,R,2.163146809358456
723,RA,107,R,0.4350690011303662
724,RA,67,R,0.2724263838853695
725,RA,227,R,0.9229968528653563
726,RA,230,R,0.9351950491587311
727,RA,617,R,2.508762371004074
728,RA,99,R,0.40254047768136686
729,RA,137,R,0.5570509640641137
730,RA,58,R,0.23583179500524523
731,RA,310,R,1.2604802836487246
732,RA,211,R,0.8579398059673576
733,RA,173,R,0.7034293195846107
734,RA,53,R,0.21550146784962063
735,RA,53,R,0.21550146784962063
736,RA,148,R,0.6017776838064878
737,RA,542,R,2.2038074636697056
738,RA,153,R,0.6221080109621124
739,RA,195,R,0.7928827590693589
740,RA,375,R,1.5247745366718441
741,RA,1360,R,5.529848986329888
742,RA,327,R,1.3296033959778482
743,RA,502,R,2.0411648464247087
744,RA,217,R,0.8823361985541072
745,RA,91,R,0.3700119542323675
746,RA,114,R,0.4635314591482406
747,RA,613,R,2.4924981092795746
748,RA,1075,R,4.371020338459286
749,RA,58,R,0.23583179500524523
750,RA,122,R,0.49605998259723993
751,RA,216,R,0.8782701331229822
752,RA,1170,R,4.757296554416154
753,RA,422,R,1.7158796119347153
754,RA,465,R,1.8907204254730867
755,RA,690,R,2.8055851474761933
756,RA,770,R,3.1308703819661865
757,RA,438,R,1.780936658832714
758,RA,538,R,2.1875432019452057
759,RA,657,R,2.671404988249071
760,RA,263,R,1.0693752083858534
761,RA,197,R,0.8010148899316087
762,RA,465,R,1.8907204254730867
763,RA,499,R,2.0289666501313337
764,RA,1495,R,6.078767819531752
765,RA,134,R,0.544852767770739
766,RA,123,R,0.5001260480283649
767,RA,375,R,1.5247745366718441
768,RA,180,R,0.7318917776024851
769,RA,136,R,0.5529848986329888
770,RA,58,R,0.23583179500524523
771,RA,217,R,0.8823361985541072
772,RA,92,R,0.3740780196634924
773,RA,106,R,0.43100293569924125
774,RA,41,R,0.16670868267612163
775,RA,151,R,0.6139758800998626
776,RA,196,R,0.7969488245004839
777,RA,578,R,2.3501858191902025
778,RA,381,R,1.5491709292585936
779,RA,549,R,2.2322699216875797
780,RA,173,R,0.7034293195846107
781,RA,72,R,0.29275671104099404
782,RA,44,R,0.17890687896949636
783,RA,210,R,0.8538737405362327
784,RA,331,R,1.3458676577023478
785,RA,122,R,0.49605998259723993
786,RA,71,R,0.2886906456098692
787,RA,165,R,0.6709007961356114
788,RA,361,R,1.4678496206360954
789,RA,71,R,0.2886906456098692
790,RA,242,R,0.98398783433223
791,RA,298,R,1.2116874984752255
792,RA,257,R,1.0449788157991038
793,RA,169,R,0.6871650578601111
794,RA,494,R,2.0086363229757094
795,RA,396,R,1.6101619107254674
796,RA,540,R,2.1956753328074554
797,RA,83,R,0.3374834307833682
798,RA,102,R,0.4147386739747416
799,RA,141,R,0.5733152257886134
800,RA,173,R,0.7034293195846107
801,RA,27,R,0.10978376664037277
802,RA,42,R,0.17077474810724655
803,RA,168,R,0.6830989924289862
804,RA,153,R,0.6221080109621124
805,RA,62,R,0.2520960567297449
806,RA,48,R,0.19517114069399605
807,RA,188,R,0.7644203010514845
808,RA,1216,R,4.9443355642479
809,RA,179,R,0.7278257121713603
810,RA,364,R,1.48004781692947
811,RA,134,R,0.544852767770739
812,RA,282,R,1.1466304515772268
813,RA,690,R,2.8055851474761933
814,RA,338,R,1.3743301157202221
815,RA,566,R,2.3013930340167033
816,RA,369,R,1.5003781440850945
817,RA,115,R,0.46759752457936554
818,RA,351,R,1.427188966324846
819,RA,789,R,3.20812562515756
820,RA,2083,R,8.469614293033203
821,RA,250,R,1.0165163577812295
822,RA,403,R,1.6386243687433417
823,RA,265,R,1.0775073392481032
824,RA,245,R,0.9961860306256048
825,RA,143,R,0.5814473566508632
826,RA,101,R,0.4106726085436167
827,RA,405,R,1.6467564996055917
828,RA,218,R,0.886402263985232
829,RA,364,R,1.48004781692947
830,RA,323,R,1.3133391342533485
831,RA,252,R,1.0246484886434792
832,RA,385,R,1.5654351909830932
833,RA,559,R,2.272930575998829
834,RA,337,R,1.3702640502890973
835,RA,360,R,1.4637835552049703
836,RA,594,R,2.4152428660882013
837,RA,1192,R,4.846749993900902
838,RA,1122,R,4.562125413722158
839,RA,741,R,3.012954484463564
840,RA,246,R,1.0002520960567298
841,RA,949,R,3.8586960941375468
842,RA,2399,R,9.754490969268678
843,RA,2580,R,10.490448812302288
844,RA,216,R,0.8782701331229822
845,RA,89,R,0.36187982337011765
846,RA,210,R,0.8538737405362327
847,RA,604,R,2.4559035203994504
848,RA,229,R,0.9311289837276061
849,RA,91,R,0.3700119542323675
850,RA,110,R,0.44726719742374094
851,RA,705,R,2.866576128943067
852,RA,4297,R,17.471883157543772
853,RA,221,R,0.8986004602786068
854,RA,611,R,2.484365978417325
855,RA,474,R,1.927315014353211
856,RA,356,R,1.4475192934804706
857,RA,224,R,0.9107986565719816
858,RA,601,R,2.4437053241060753
859,RA,308,R,1.2523481527864746
860,RA,430,R,1.7484081353837146
861,RA,161,R,0.6546365344111117
862,RA,319,R,1.2970748725288488
863,RA,477,R,1.9395132106465858
864,RA,1685,R,6.851320251445486
865,RA,431,R,1.7524742008148395
866,RA,279,R,1.134432255283852
867,RA,235,R,0.9555253763143556
868,RA,628,R,2.5534890907464485
869,RA,622,R,2.529092698159699
870,RA,852,R,3.46428774731843
871,RA,487,R,1.9801738649578349
872,RA,680,R,2.764924493164944
873,RA,140,R,0.5692491603574885
874,RA,152,R,0.6180419455309875
875,RA,132,R,0.5367206369084891
876,RA,56,R,0.2276996641429954
877,RA,25,R,0.10165163577812295
878,RA,76,R,0.30902097276549373
879,RA,124,R,0.5041921134594898
880,RA,44,R,0.17890687896949636
881,RA,47,R,0.19110507526287113
882,RA,653,R,2.6551407265245714
883,RA,562,R,2.285128772292204
884,RA,760,R,3.0902097276549374
885,RA,226,R,0.9189307874342314
886,RA,191,R,0.7766184973448593
887,RA,132,R,0.5367206369084891
888,RA,171,R,0.6952971887223609
889,RA,169,R,0.6871650578601111
890,RA,46,R,0.1870390098317462
891,RA,183,R,0.74408997389586
892,RA,118,R,0.4797957208727403
893,RA,30,R,0.12198196293374752
894,RA,28,R,0.1138498320714977
