chr,start,end.x,score1,end.y,score2,total
chr9,35298337,35298338,1,0,0,1
chr9,35298647,35298648,1,0,0,1
chr9,35299637,35299638,1,0,0,1
chr9,35300492,35300493,1,0,0,1
chr9,35302061,35302062,1,0,0,1
chr9,35302588,35302589,1,0,0,1
chr9,35304346,35304347,1,0,0,1
chr9,35304355,35304356,1,0,0,1
chr9,35305235,35305236,1,0,0,1
chr9,35305763,35305764,1,0,0,1
chr9,35305989,35305990,1,0,0,1
chr9,35306375,35306376,1,0,0,1
chr9,35309166,35309167,1,0,0,1
chr9,35309170,35309171,1,0,0,1
chr9,35309292,35309293,2,0,0,2
chr9,35309646,35309647,1,0,0,1
chr9,35311543,35311544,1,0,0,1
chr9,35311712,35311713,1,0,0,1
chr9,35311898,35311899,1,0,0,1
chr9,35312146,35312147,1,0,0,1
chr9,35312499,35312500,1,0,0,1
chr9,35312765,35312766,1,0,0,1
chr9,35314107,35314108,1,0,0,1
chr9,35314912,35314913,1,0,0,1
chr9,35315467,35315468,1,0,0,1
chr9,35316109,35316110,1,0,0,1
chr9,35316515,35316516,1,0,0,1
chr9,35316516,35316517,2,0,0,2
chr9,35317907,35317908,1,0,0,1
chr9,35319494,35319495,1,0,0,1
chr9,35319968,35319969,1,0,0,1
chr9,35320480,35320481,1,0,0,1
chr9,35320645,35320646,1,0,0,1
chr9,35320904,35320905,1,0,0,1
chr9,35320943,35320944,1,0,0,1
chr9,35320949,35320950,1,0,0,1
chr9,35321887,35321888,1,0,0,1
chr9,35321929,35321930,1,0,0,1
chr9,35322211,35322212,1,0,0,1
chr9,35322486,35322487,1,0,0,1
chr9,35324826,35324827,1,0,0,1
chr9,35328312,35328313,1,0,0,1
chr9,35328327,35328328,1,0,0,1
chr9,35329083,35329084,1,0,0,1
chr9,35331246,35331247,1,0,0,1
chr9,35332594,35332595,1,0,0,1
chr9,35332976,35332977,1,0,0,1
chr9,35333310,35333311,1,0,0,1
chr9,35333311,35333312,1,0,0,1
chr9,35333420,35333421,1,0,0,1
chr9,35337261,35337262,1,0,0,1
chr9,35337311,35337312,1,0,0,1
chr9,35337497,35337498,1,0,0,1
chr9,35338113,35338114,1,0,0,1
chr9,35338164,35338165,1,0,0,1
chr9,35338710,35338711,1,0,0,1
chr9,35339419,35339420,1,0,0,1
chr9,35339756,35339757,1,0,0,1
chr9,35339998,35339999,1,0,0,1
chr9,35340182,35340183,1,0,0,1
chr9,35341507,35341508,1,0,0,1
chr9,35341593,35341594,1,0,0,1
chr9,35341596,35341597,1,0,0,1
chr9,35341671,35341672,1,0,0,1
chr9,35341708,35341709,1,0,0,1
chr9,35341750,35341751,1,0,0,1
chr9,35341781,35341782,1,0,0,1
chr9,35341795,35341796,1,0,0,1
chr9,35341816,35341817,1,0,0,1
chr9,35342102,35342103,1,0,0,1
chr9,35342264,35342265,1,0,0,1
chr9,35342366,35342367,1,0,0,1
chr9,35342403,35342404,1,0,0,1
chr9,35342435,35342436,1,0,0,1
chr9,35342580,35342581,2,0,0,2
chr9,35342593,35342594,1,0,0,1
chr9,35342594,35342595,1,0,0,1
chr9,35342681,35342682,1,0,0,1
chr9,35342690,35342691,1,0,0,1
chr9,35342773,35342774,1,0,0,1
chr9,35342885,35342886,1,0,0,1
chr9,35343077,35343078,2,0,0,2
chr9,35343319,35343320,1,0,0,1
chr9,35343373,35343374,1,0,0,1
chr9,35343472,35343473,1,0,0,1
chr9,35343566,35343567,1,0,0,1
chr9,35343774,35343775,1,0,0,1
chr9,35343911,35343912,1,0,0,1
chr9,35343944,35343945,1,0,0,1
chr9,35344312,35344313,1,0,0,1
chr9,35345037,35345038,1,0,0,1
chr9,35345146,35345147,1,0,0,1
chr9,35345664,35345665,1,0,0,1
chr9,35346633,35346634,1,0,0,1
chr9,35346658,35346659,1,0,0,1
chr9,35346663,35346664,1,0,0,1
chr9,35347221,35347222,1,0,0,1
chr9,35347378,35347379,1,0,0,1
chr9,35347711,35347712,1,0,0,1
chr9,35348110,35348111,1,0,0,1
chr9,35348365,35348366,1,0,0,1
chr9,35348517,35348518,1,0,0,1
chr9,35349390,35349391,1,0,0,1
chr9,35350946,35350947,1,0,0,1
chr9,35351902,35351903,1,0,0,1
chr9,35352341,35352342,1,0,0,1
chr9,35352584,35352585,1,0,0,1
chr9,35352867,35352868,1,0,0,1
chr9,35354371,35354372,1,0,0,1
chr9,35354485,35354486,1,0,0,1
chr9,35355027,35355028,1,0,0,1
chr9,35355505,35355506,1,0,0,1
chr9,35356135,35356136,1,0,0,1
chr9,35358203,35358204,1,0,0,1
chr9,35358398,35358399,1,0,0,1
chr9,35359013,35359014,1,0,0,1
chr9,35362884,35362885,1,0,0,1
chr9,35362893,35362894,1,0,0,1
chr9,35363149,35363150,1,0,0,1
chr9,35364343,35364344,1,0,0,1
chr9,35364571,35364572,1,0,0,1
chr9,35364666,35364667,1,0,0,1
chr9,35364683,35364684,1,0,0,1
chr9,35364734,35364735,1,0,0,1
chr9,35364744,35364745,3,0,0,3
chr9,35364848,35364849,1,0,0,1
chr9,35365083,35365084,1,0,0,1
chr9,35365891,35365892,1,0,0,1
chr9,35366479,35366480,1,0,0,1
chr9,35366504,35366505,1,0,0,1
chr9,35367995,35367996,1,0,0,1
chr9,35370656,35370657,1,0,0,1
chr9,35371225,35371226,1,0,0,1
chr9,35371249,35371250,1,0,0,1
chr9,35371316,35371317,1,0,0,1
chr9,35378305,35378306,1,0,0,1
chr9,35378432,35378433,1,0,0,1
chr9,35379447,35379448,1,0,0,1
chr9,35380744,35380745,1,0,0,1
chr9,35382041,35382042,1,0,0,1
chr9,35384296,35384297,1,0,0,1
chr9,35384666,35384667,1,0,0,1
chr9,35384898,35384899,1,0,0,1
chr9,35385133,35385134,1,0,0,1
chr9,35385304,35385305,1,0,0,1
chr9,35385376,35385377,1,0,0,1
chr9,35385380,35385381,1,0,0,1
chr9,35385383,35385384,1,0,0,1
chr9,35385465,35385466,1,0,0,1
chr9,35385474,35385475,1,0,0,1
chr9,35385497,35385498,1,0,0,1
chr9,35385528,35385529,1,0,0,1
chr9,35385582,35385583,1,0,0,1
chr9,35385593,35385594,1,0,0,1
chr9,35385595,35385596,1,0,0,1
chr9,35386090,35386091,1,0,0,1
chr9,35386186,35386187,1,0,0,1
chr9,35386252,35386253,1,0,0,1
chr9,35386402,35386403,1,0,0,1
chr9,35386437,35386438,1,0,0,1
chr9,35387806,35387807,1,0,0,1
chr9,35388443,35388444,1,0,0,1
chr9,35388746,35388747,1,0,0,1
chr9,35388838,35388839,1,0,0,1
chr9,35389314,35389315,1,0,0,1
chr9,35389315,35389316,1,0,0,1
chr9,35389427,35389428,1,0,0,1
chr9,35389479,35389480,1,0,0,1
chr9,35390700,35390701,1,0,0,1
chr9,35391261,35391262,1,0,0,1
chr9,35391443,35391444,1,0,0,1
chr9,35392808,35392809,1,0,0,1
chr9,35393297,35393298,1,0,0,1
chr9,35394859,35394860,1,0,0,1
chr9,35395160,35395161,1,0,0,1
chr9,35396072,35396073,1,0,0,1
chr9,35397245,35397246,1,0,0,1
chr9,35397673,35397674,1,0,0,1
chr9,35399438,35399439,1,0,0,1
chr9,35400305,35400306,1,0,0,1
chr9,35400744,35400745,1,0,0,1
chr9,35400777,35400778,1,0,0,1
chr9,35400854,35400855,1,0,0,1
chr9,35401022,35401023,1,0,0,1
chr9,35401408,35401409,1,0,0,1
chr9,35401622,35401623,1,0,0,1
chr9,35401673,35401674,1,0,0,1
chr9,35401906,35401907,1,0,0,1
chr9,35403031,35403032,1,0,0,1
chr9,35404017,35404018,1,0,0,1
chr9,35404996,35404997,1,0,0,1
chr9,35405639,35405640,1,0,0,1
chr9,35405652,35405653,1,0,0,1
chr19,17600932,0,0,17600933,1,1
chr19,17601249,0,0,17601250,1,1
chr19,17601428,0,0,17601429,1,1
chr19,17601429,0,0,17601430,1,1
chr19,17601527,0,0,17601528,1,1
chr19,17601535,0,0,17601536,2,2
chr19,17601545,0,0,17601546,1,1
chr19,17601571,0,0,17601572,1,1
chr19,17601578,0,0,17601579,1,1
chr19,17601618,0,0,17601619,1,1
chr19,17601630,0,0,17601631,1,1
chr19,17601632,0,0,17601633,1,1
chr19,17601656,0,0,17601657,1,1
chr19,17601724,0,0,17601725,1,1
chr19,17601726,0,0,17601727,2,2
chr19,17601791,0,0,17601792,1,1
chr19,17601820,0,0,17601821,1,1
chr19,17601908,0,0,17601909,1,1
chr19,17601957,0,0,17601958,1,1
chr19,17601987,0,0,17601988,2,2
chr19,17602123,0,0,17602124,2,2
chr19,17602168,0,0,17602169,1,1
chr19,17602184,0,0,17602185,1,1
chr19,17602192,0,0,17602193,1,1
chr19,17602194,0,0,17602195,1,1
chr19,17602197,0,0,17602198,1,1
chr19,17602211,0,0,17602212,1,1
chr19,17602270,0,0,17602271,1,1
chr19,17602280,0,0,17602281,1,1
chr19,17602301,0,0,17602302,1,1
chr19,17602326,0,0,17602327,1,1
chr19,17602344,0,0,17602345,2,2
chr19,17602364,0,0,17602365,1,1
chr19,17602365,0,0,17602366,1,1
chr19,17602386,0,0,17602387,1,1
chr19,17602387,0,0,17602388,1,1
chr19,17602426,0,0,17602427,1,1
chr19,17602542,0,0,17602543,1,1
chr19,17602575,0,0,17602576,1,1
chr19,17602584,0,0,17602585,1,1
chr19,17602599,0,0,17602600,1,1
chr19,17602672,0,0,17602673,1,1
chr19,17602730,0,0,17602731,1,1
chr19,17602739,0,0,17602740,1,1
chr19,17602740,0,0,17602741,1,1
chr19,17602743,0,0,17602744,1,1
chr19,17602796,0,0,17602797,1,1
chr19,17602835,0,0,17602836,2,2
chr19,17602851,0,0,17602852,1,1
chr19,17602852,0,0,17602853,1,1
chr19,17602855,0,0,17602856,1,1
chr19,17602874,0,0,17602875,1,1
chr19,17602911,0,0,17602912,1,1
chr19,17602914,0,0,17602915,1,1
chr19,17602916,0,0,17602917,1,1
chr19,17602921,0,0,17602922,1,1
chr19,17602933,0,0,17602934,1,1
chr19,17602977,0,0,17602978,1,1
chr19,17602979,0,0,17602980,1,1
chr19,17602989,0,0,17602990,1,1
chr19,17603017,0,0,17603018,1,1
chr19,17603024,0,0,17603025,1,1
chr19,17603044,0,0,17603045,1,1
chr19,17603045,0,0,17603046,2,2
chr19,17603064,0,0,17603065,1,1
chr19,17603072,0,0,17603073,1,1
chr19,17603077,0,0,17603078,1,1
chr19,17603082,0,0,17603083,1,1
chr19,17603095,0,0,17603096,1,1
chr19,17603096,0,0,17603097,1,1
chr19,17603104,0,0,17603105,1,1
chr19,17603112,0,0,17603113,1,1
chr19,17603113,0,0,17603114,1,1
chr19,17603115,0,0,17603116,1,1
chr19,17603117,0,0,17603118,1,1
chr19,17603118,0,0,17603119,2,2
chr19,17603122,0,0,17603123,1,1
chr19,17603123,0,0,17603124,1,1
chr19,17603136,0,0,17603137,1,1
chr19,17603138,0,0,17603139,1,1
chr19,17603143,0,0,17603144,1,1
chr19,17603145,0,0,17603146,2,2
chr19,17603150,0,0,17603151,1,1
chr19,17603151,0,0,17603152,1,1
chr19,17603154,0,0,17603155,1,1
chr19,17603155,0,0,17603156,1,1
chr19,17603159,0,0,17603160,2,2
chr19,17603160,0,0,17603161,1,1
chr19,17603171,0,0,17603172,1,1
chr19,17603173,0,0,17603174,1,1
chr19,17603179,0,0,17603180,1,1
chr19,17603202,0,0,17603203,2,2
chr19,17603208,0,0,17603209,1,1
chr19,17603216,0,0,17603217,1,1
chr19,17603220,0,0,17603221,2,2
chr19,17603223,0,0,17603224,1,1
chr19,17603226,0,0,17603227,1,1
chr19,17603240,0,0,17603241,1,1
chr19,17603243,0,0,17603244,2,2
chr19,17603248,0,0,17603249,2,2
chr19,17603251,0,0,17603252,2,2
chr19,17603255,0,0,17603256,2,2
chr19,17603271,0,0,17603272,1,1
chr19,17603273,0,0,17603274,2,2
chr19,17603275,0,0,17603276,1,1
chr19,17603276,0,0,17603277,1,1
chr19,17603279,0,0,17603280,1,1
chr19,17603280,0,0,17603281,2,2
chr19,17603282,0,0,17603283,1,1
chr19,17603286,0,0,17603287,1,1
chr19,17603292,0,0,17603293,1,1
chr19,17603296,0,0,17603297,1,1
chr19,17603300,0,0,17603301,1,1
chr19,17603315,0,0,17603316,2,2
chr19,17603320,0,0,17603321,1,1
chr19,17603327,0,0,17603328,1,1
chr19,17603328,0,0,17603329,1,1
chr19,17603333,0,0,17603334,1,1
chr19,17603334,0,0,17603335,5,5
chr19,17603337,0,0,17603338,1,1
chr19,17603345,0,0,17603346,1,1
chr19,17603361,0,0,17603362,2,2
chr19,17603365,0,0,17603366,1,1
chr19,17603371,0,0,17603372,1,1
chr19,17603381,0,0,17603382,1,1
chr19,17603386,0,0,17603387,1,1
chr19,17603392,0,0,17603393,1,1
chr19,17603398,0,0,17603399,1,1
chr19,17603405,0,0,17603406,2,2
chr19,17603413,0,0,17603414,1,1
chr19,17603429,0,0,17603430,1,1
chr19,17603433,0,0,17603434,1,1
chr19,17603446,0,0,17603447,2,2
chr19,17603447,0,0,17603448,2,2
chr19,17603450,0,0,17603451,1,1
chr19,17603452,0,0,17603453,1,1
chr19,17603454,0,0,17603455,1,1
chr19,17603459,0,0,17603460,1,1
chr19,17603460,0,0,17603461,1,1
chr19,17603461,0,0,17603462,1,1
chr19,17603482,0,0,17603483,1,1
chr19,17603503,0,0,17603504,1,1
chr19,17603524,0,0,17603525,1,1
chr19,17603525,0,0,17603526,1,1
chr19,17603527,0,0,17603528,3,3
chr19,17603582,0,0,17603583,1,1
chr19,17603587,0,0,17603588,1,1
chr19,17603591,0,0,17603592,1,1
chr19,17603596,0,0,17603597,1,1
chr19,17603600,0,0,17603601,1,1
chr19,17603616,0,0,17603617,1,1
chr19,17603641,0,0,17603642,1,1
chr19,17603664,0,0,17603665,1,1
chr19,17603676,0,0,17603677,1,1
chr19,17603679,0,0,17603680,1,1
chr19,17603693,0,0,17603694,1,1
chr19,17603699,0,0,17603700,2,2
chr19,17603704,0,0,17603705,1,1
chr19,17603705,0,0,17603706,1,1
chr19,17603706,0,0,17603707,1,1
chr19,17603708,0,0,17603709,1,1
chr19,17603711,0,0,17603712,1,1
chr19,17603723,0,0,17603724,1,1
chr19,17603747,0,0,17603748,1,1
chr19,17603750,0,0,17603751,1,1
chr19,17603756,0,0,17603757,1,1
chr19,17603759,0,0,17603760,1,1
chr19,17603838,0,0,17603839,1,1
chr19,17603839,0,0,17603840,1,1
chr19,17603847,0,0,17603848,1,1
chr19,17603871,0,0,17603872,1,1
chr19,17603909,0,0,17603910,1,1
chr19,17603957,0,0,17603958,1,1
chr19,17603965,0,0,17603966,1,1
chr19,17604130,0,0,17604131,1,1
chr19,17604135,0,0,17604136,1,1
chr19,17604166,0,0,17604167,1,1
chr19,17604185,0,0,17604186,1,1
chr19,17604220,0,0,17604221,1,1
chr19,17604226,0,0,17604227,1,1
chr19,17604227,0,0,17604228,1,1
chr19,17604244,0,0,17604245,1,1
chr19,17604248,0,0,17604249,2,2
chr19,17604250,0,0,17604251,1,1
chr19,17604269,0,0,17604270,1,1
chr19,17604278,0,0,17604279,1,1
chr19,17604279,0,0,17604280,1,1
chr19,17604283,0,0,17604284,1,1
chr19,17604288,0,0,17604289,1,1
chr19,17604300,0,0,17604301,1,1
chr19,17604305,0,0,17604306,1,1
chr19,17604308,0,0,17604309,1,1
chr19,17604337,0,0,17604338,1,1
chr19,17604340,0,0,17604341,1,1
chr19,17604350,0,0,17604351,1,1
chr19,17604355,0,0,17604356,2,2
chr19,17604369,0,0,17604370,1,1
chr19,17604382,0,0,17604383,1,1
chr19,17604403,0,0,17604404,1,1
chr19,17604405,0,0,17604406,1,1
chr19,17604411,0,0,17604412,1,1
chr19,17604426,0,0,17604427,1,1
chr19,17604483,0,0,17604484,1,1
chr19,17604500,0,0,17604501,1,1
chr19,17604511,0,0,17604512,1,1
chr19,17604528,0,0,17604529,3,3
chr19,17604536,0,0,17604537,1,1
chr19,17604539,0,0,17604540,1,1
chr19,17604542,0,0,17604543,1,1
chr19,17604544,0,0,17604545,1,1
chr19,17604569,0,0,17604570,1,1
chr19,17604573,0,0,17604574,1,1
chr19,17604574,0,0,17604575,1,1
chr19,17604579,0,0,17604580,1,1
chr19,17604587,0,0,17604588,1,1
chr19,17604589,0,0,17604590,1,1
chr19,17604592,0,0,17604593,2,2
chr19,17604604,0,0,17604605,1,1
chr19,17604620,0,0,17604621,2,2
chr19,17604621,0,0,17604622,2,2
chr19,17604638,0,0,17604639,1,1
chr19,17604644,0,0,17604645,1,1
chr19,17604678,0,0,17604679,1,1
chr19,17604681,0,0,17604682,1,1
chr19,17604682,0,0,17604683,1,1
chr19,17604699,0,0,17604700,1,1
chr19,17604705,0,0,17604706,1,1
chr19,17604736,0,0,17604737,1,1
chr19,17604777,0,0,17604778,1,1
chr19,17604780,0,0,17604781,1,1
chr19,17604801,0,0,17604802,1,1
chr19,17604808,0,0,17604809,1,1
chr19,17604813,0,0,17604814,1,1
chr19,17604817,0,0,17604818,1,1
chr19,17604985,0,0,17604986,1,1
chr19,17604996,0,0,17604997,1,1
chr19,17605003,0,0,17605004,1,1
chr19,17605040,0,0,17605041,1,1
chr19,17605079,0,0,17605080,1,1
chr19,17605101,0,0,17605102,1,1
chr19,17605110,0,0,17605111,1,1
chr19,17605127,0,0,17605128,1,1
chr19,17605181,0,0,17605182,1,1
chr19,17605187,0,0,17605188,1,1
chr19,17605243,0,0,17605244,2,2
chr19,17605287,0,0,17605288,1,1
chr19,17605373,0,0,17605374,1,1
chr19,17605380,0,0,17605381,1,1
chr19,17605403,0,0,17605404,1,1
chr19,17605430,0,0,17605431,1,1
chr19,17605465,0,0,17605466,1,1
chr19,17605490,0,0,17605491,1,1
chr19,17605550,0,0,17605551,1,1
chr19,17605585,0,0,17605586,1,1
chr19,17605619,0,0,17605620,1,1
chr19,17605623,0,0,17605624,1,1
chr19,17605749,0,0,17605750,1,1
chr19,17605853,0,0,17605854,1,1
chr19,17605865,0,0,17605866,1,1
chr19,17605875,0,0,17605876,1,1
chr19,17605879,0,0,17605880,1,1
chr19,17605988,0,0,17605989,1,1
chr19,17606056,0,0,17606057,1,1
chr19,17606333,0,0,17606334,1,1
chr19,17606347,0,0,17606348,1,1
chr19,17606464,0,0,17606465,1,1
chr19,17606642,0,0,17606643,1,1
chr19,17606699,0,0,17606700,1,1
chr19,17606961,0,0,17606962,1,1
chr19,17607216,0,0,17607217,1,1
chr19,17607275,0,0,17607276,1,1
chr19,17608083,0,0,17608084,1,1
chr19,17609291,0,0,17609292,1,1
chr19,17609565,0,0,17609566,1,1
chr19,17609741,0,0,17609742,1,1
chr19,17609816,0,0,17609817,1,1
chr19,17609954,0,0,17609955,1,1
chr19,17609955,0,0,17609956,1,1
chr19,17610056,0,0,17610057,1,1
chr19,17611117,0,0,17611118,1,1
chr19,17611697,0,0,17611698,1,1
chr19,17612133,0,0,17612134,1,1
chr19,17612222,0,0,17612223,1,1
chr19,17612402,0,0,17612403,1,1
chr19,17612585,0,0,17612586,1,1
chr19,17612644,0,0,17612645,1,1
chr19,17612826,0,0,17612827,1,1
chr19,17612906,0,0,17612907,1,1
chr19,17612972,0,0,17612973,1,1
chr19,17613359,0,0,17613360,1,1
chr19,17613629,0,0,17613630,1,1
chr19,17614180,0,0,17614181,1,1
chr19,17614310,0,0,17614311,1,1
chr19,17614340,0,0,17614341,1,1
chr19,17614423,0,0,17614424,1,1
chr19,17614442,0,0,17614443,1,1
chr19,17614527,0,0,17614528,2,2
chr19,17614547,0,0,17614548,1,1
chr19,17614638,0,0,17614639,1,1
chr19,17614640,0,0,17614641,1,1
chr19,17614802,0,0,17614803,1,1
chr19,17614845,0,0,17614846,1,1
chr19,17615463,0,0,17615464,1,1
chr19,17615721,0,0,17615722,1,1
chr19,17615764,0,0,17615765,1,1
chr19,17615817,0,0,17615818,1,1
chr19,17616227,0,0,17616228,1,1
chr19,17616509,0,0,17616510,1,1
chr19,17616591,0,0,17616592,1,1
chr19,17617022,0,0,17617023,1,1
chr19,17617037,0,0,17617038,1,1
chr19,17617108,0,0,17617109,1,1
chr19,17617157,0,0,17617158,1,1
chr19,17617173,0,0,17617174,1,1
chr19,17617183,0,0,17617184,1,1
chr19,17617337,0,0,17617338,1,1
chr19,17617375,0,0,17617376,1,1
chr19,17617407,0,0,17617408,1,1
chr19,17617735,0,0,17617736,1,1
chr19,17618016,0,0,17618017,2,2
chr19,17618489,0,0,17618490,1,1
chr19,17618497,0,0,17618498,1,1
chr19,17618829,0,0,17618830,1,1
chr19,17618855,0,0,17618856,2,2
chr19,17618914,0,0,17618915,1,1
chr19,17618940,0,0,17618941,1,1
chr19,17619031,0,0,17619032,1,1
chr19,17619176,0,0,17619177,1,1
chr19,17619248,0,0,17619249,1,1
chr19,17619310,0,0,17619311,1,1
chr19,17619337,0,0,17619338,3,3
chr19,17619654,0,0,17619655,1,1
chr19,17619672,0,0,17619673,1,1
chr19,17619771,0,0,17619772,1,1
chr19,17619787,0,0,17619788,1,1
chr19,17619914,0,0,17619915,1,1
chr19,17619939,0,0,17619940,1,1
chr19,17620034,0,0,17620035,1,1
chr19,17620038,0,0,17620039,1,1
chr19,17620043,0,0,17620044,1,1
chr19,17620148,0,0,17620149,2,2
chr19,17620149,0,0,17620150,1,1
chr19,17620256,0,0,17620257,1,1
chr19,17620299,0,0,17620300,1,1
chr19,17620302,0,0,17620303,1,1
chr19,17620357,0,0,17620358,1,1
chr19,17620368,0,0,17620369,1,1
chr19,17620371,0,0,17620372,1,1
chr19,17620400,0,0,17620401,1,1
chr19,17620434,0,0,17620435,1,1
chr19,17620489,0,0,17620490,1,1
chr19,17620490,0,0,17620491,1,1
chr19,17620494,0,0,17620495,1,1
chr19,17620517,0,0,17620518,2,2
chr19,17620606,0,0,17620607,1,1
chr19,17620633,0,0,17620634,1,1
chr19,17620686,0,0,17620687,1,1
chr19,17620709,0,0,17620710,1,1
chr19,17620713,0,0,17620714,1,1
chr19,17620741,0,0,17620742,1,1
chr19,17620745,0,0,17620746,1,1
chr19,17620772,0,0,17620773,1,1
chr19,17620800,0,0,17620801,1,1
chr19,17620804,0,0,17620805,1,1
chr19,17620805,0,0,17620806,1,1
chr19,17620806,0,0,17620807,1,1
chr19,17620815,0,0,17620816,1,1
chr19,17620829,0,0,17620830,1,1
chr19,17620831,0,0,17620832,1,1
chr19,17620840,0,0,17620841,1,1
chr19,17620854,0,0,17620855,2,2
chr19,17620857,0,0,17620858,1,1
chr19,17620887,0,0,17620888,2,2
chr19,17620896,0,0,17620897,1,1
chr19,17620922,0,0,17620923,1,1
chr19,17620932,0,0,17620933,1,1
chr19,17620944,0,0,17620945,1,1
chr19,17620951,0,0,17620952,1,1
chr19,17620959,0,0,17620960,1,1
chr19,17620960,0,0,17620961,1,1
chr19,17621010,0,0,17621011,1,1
chr19,17621017,0,0,17621018,1,1
chr19,17621029,0,0,17621030,1,1
chr19,17621052,0,0,17621053,1,1
chr19,17621053,0,0,17621054,1,1
chr19,17621060,0,0,17621061,2,2
chr19,17621076,0,0,17621077,1,1
chr19,17621088,0,0,17621089,1,1
chr19,17621094,0,0,17621095,1,1
chr19,17621099,0,0,17621100,1,1
chr19,17621110,0,0,17621111,1,1
chr19,17621111,0,0,17621112,1,1
chr19,17621116,0,0,17621117,1,1
chr19,17621117,0,0,17621118,1,1
chr19,17621124,0,0,17621125,1,1
chr19,17621125,0,0,17621126,1,1
chr19,17621140,0,0,17621141,1,1
chr19,17621147,0,0,17621148,1,1
chr19,17621148,0,0,17621149,1,1
chr19,17621149,0,0,17621150,1,1
chr19,17621151,0,0,17621152,1,1
chr19,17621157,0,0,17621158,2,2
chr19,17621168,0,0,17621169,1,1
chr19,17621179,0,0,17621180,1,1
chr19,17621185,0,0,17621186,2,2
chr19,17621188,0,0,17621189,1,1
chr19,17621193,0,0,17621194,1,1
chr19,17621209,0,0,17621210,1,1
chr19,17621229,0,0,17621230,1,1
chr19,17621231,0,0,17621232,1,1
chr19,17621237,0,0,17621238,1,1
chr19,17621252,0,0,17621253,1,1
chr19,17621273,0,0,17621274,2,2
chr19,17621278,0,0,17621279,1,1
chr19,17621302,0,0,17621303,1,1
chr19,17621311,0,0,17621312,1,1
chr19,17621316,0,0,17621317,1,1
chr19,17621318,0,0,17621319,1,1
chr19,17621325,0,0,17621326,1,1
chr19,17621341,0,0,17621342,1,1
chr19,17621342,0,0,17621343,1,1
chr19,17621358,0,0,17621359,1,1
chr19,17621366,0,0,17621367,1,1
chr19,17621368,0,0,17621369,1,1
chr19,17621423,0,0,17621424,1,1
chr19,17621431,0,0,17621432,1,1
chr19,17621440,0,0,17621441,2,2
chr19,17621463,0,0,17621464,1,1
chr19,17621464,0,0,17621465,2,2
chr19,17621480,0,0,17621481,1,1
chr19,17621481,0,0,17621482,1,1
chr19,17621482,0,0,17621483,1,1
chr19,17621515,0,0,17621516,1,1
chr19,17621535,0,0,17621536,1,1
chr19,17621582,0,0,17621583,1,1
chr19,17621595,0,0,17621596,1,1
chr19,17621621,0,0,17621622,1,1
chr19,17621623,0,0,17621624,1,1
chr19,17621635,0,0,17621636,1,1
chr19,17621637,0,0,17621638,1,1
chr19,17621647,0,0,17621648,1,1
chr19,17621651,0,0,17621652,1,1
chr19,17621654,0,0,17621655,1,1
chr19,17621660,0,0,17621661,1,1
chr19,17621661,0,0,17621662,1,1
chr19,17621664,0,0,17621665,2,2
chr19,17621697,0,0,17621698,1,1
chr19,17621702,0,0,17621703,1,1
chr19,17621703,0,0,17621704,1,1
chr19,17621715,0,0,17621716,1,1
chr19,17621743,0,0,17621744,1,1
chr19,17621744,0,0,17621745,1,1
chr19,17621752,0,0,17621753,2,2
chr19,17621755,0,0,17621756,1,1
chr19,17621761,0,0,17621762,1,1
chr19,17621764,0,0,17621765,1,1
chr19,17621771,0,0,17621772,1,1
chr19,17621773,0,0,17621774,1,1
chr19,17621777,0,0,17621778,1,1
chr19,17621781,0,0,17621782,1,1
chr19,17621783,0,0,17621784,2,2
chr19,17621784,0,0,17621785,1,1
chr19,17621794,0,0,17621795,1,1
chr19,17621795,0,0,17621796,1,1
chr19,17621799,0,0,17621800,2,2
chr19,17621865,0,0,17621866,1,1
chr19,17621900,0,0,17621901,1,1
chr19,17621909,0,0,17621910,1,1
chr19,17621916,0,0,17621917,1,1
chr19,17621921,0,0,17621922,2,2
chr19,17621944,0,0,17621945,1,1
chr19,17621974,0,0,17621975,1,1
chr19,17621978,0,0,17621979,1,1
chr19,17621983,0,0,17621984,2,2
chr19,17621995,0,0,17621996,1,1
chr19,17622004,0,0,17622005,1,1
chr19,17622007,0,0,17622008,1,1
chr19,17622013,0,0,17622014,1,1
chr19,17622050,0,0,17622051,1,1
chr19,17622056,0,0,17622057,1,1
chr19,17622058,0,0,17622059,1,1
chr19,17622121,0,0,17622122,1,1
chr19,17622129,0,0,17622130,1,1
chr19,17622139,0,0,17622140,1,1
chr19,17622144,0,0,17622145,1,1
chr19,17622167,0,0,17622168,1,1
chr19,17622210,0,0,17622211,1,1
chr19,17622235,0,0,17622236,1,1
chr19,17622478,0,0,17622479,1,1
chr19,17622502,0,0,17622503,1,1
chr19,17622509,0,0,17622510,1,1
chr19,17622544,0,0,17622545,1,1
chr19,17622613,0,0,17622614,1,1
chr19,17622704,0,0,17622705,1,1
chr19,17622854,0,0,17622855,1,1
chr19,17622958,0,0,17622959,1,1
chr19,17623013,0,0,17623014,1,1
chr19,17623019,0,0,17623020,1,1
chr19,17623025,0,0,17623026,2,2
chr19,17623035,0,0,17623036,1,1
chr19,17623269,0,0,17623270,1,1
chr19,17623279,0,0,17623280,1,1
chr19,17623312,0,0,17623313,1,1
chr19,17623488,0,0,17623489,1,1
chr19,17623500,0,0,17623501,1,1
