gene_name,gene_id,lsv_id,deltaPSI,p_d_psi_0_10_per_lsv_junction,FDR,control_e_psi,tdp_kd_e_psi,lsv_type,a5ss,a3ss,es,num_junctions,num_exons,de_novo_junctions,chr,strand,lsv_junc,exon_start,exon_end,junc_start,junc_end,ir_start,ir_end,junc_dist,paste_into_igv_junction,paste_into_igv_exon,exon_length,exon_mod_3,exon_type
GRB10,ENSG00000106070.19,ENSG00000106070.19:t:50703821-50703908,2.17101142677871e-05,8.60351541781929e-21,0.475956157822608,0.028,0.026,t|1e1.1o1|1e2.1o2|1e3.1o2|1e4.1o1|1e5.2o2|1e6.1o1|1e7.1o1|1e8.1o1|1e9.1o1,FALSE,FALSE,TRUE,9,10,0,chr7,-,ENSG00000106070.19:t:50703821-50703908_50703908-50780627,50726013,50726035,50703908,50780627,,,76719,chr7:50703908-50780627,chr7:50726013-50726035,22,1,target
GRB10,ENSG00000106070.19,ENSG00000106070.19:t:50703821-50703908,0.0292598052254251,0.0311781784159516,6.61181330940594e-05,0.222,0.265,t|1e1.1o1|1e2.1o2|1e3.1o2|1e4.1o1|1e5.2o2|1e6.1o1|1e7.1o1|1e8.1o1|1e9.1o1,FALSE,FALSE,TRUE,9,10,1,chr7,-,ENSG00000106070.19:t:50703821-50703908_50703908-50755887,50732272,50732368,50703908,50755887,,,51979,chr7:50703908-50755887,chr7:50732272-50732368,96,0,target
GRB10,ENSG00000106070.19,ENSG00000106070.19:t:50703821-50703908,0.0287887066007852,0.0245417797113012,8.38383802328582e-05,0.184,0.228,t|1e1.1o1|1e2.1o2|1e3.1o2|1e4.1o1|1e5.2o2|1e6.1o1|1e7.1o1|1e8.1o1|1e9.1o1,FALSE,FALSE,TRUE,9,10,1,chr7,-,ENSG00000106070.19:t:50703821-50703908_50703908-50732272,50755887,50756064,50703908,50732272,,,28364,chr7:50703908-50732272,chr7:50755887-50756064,177,0,target
GRB10,ENSG00000106070.19,ENSG00000106070.19:t:50703821-50703908,4.35292556008818e-07,8.56569488531525e-21,0.691879810662142,0.013,0.014,t|1e1.1o1|1e2.1o2|1e3.1o2|1e4.1o1|1e5.2o2|1e6.1o1|1e7.1o1|1e8.1o1|1e9.1o1,FALSE,FALSE,TRUE,9,10,1,chr7,-,ENSG00000106070.19:t:50703821-50703908_50703908-50726013,50780627,50780736,50703908,50726013,,,22105,chr7:50703908-50726013,chr7:50780627-50780736,109,1,target
GRB10,ENSG00000106070.19,ENSG00000106070.19:t:50703821-50703908,-0.00436113091385658,0.000566478296674048,0.00129583924309395,0.117,0.11,t|1e1.1o1|1e2.1o2|1e3.1o2|1e4.1o1|1e5.2o2|1e6.1o1|1e7.1o1|1e8.1o1|1e9.1o1,FALSE,FALSE,TRUE,9,10,1,chr7,-,ENSG00000106070.19:t:50703821-50703908_50703908-50710875,50782416,50782910,50703908,50710875,,,6967,chr7:50703908-50710875,chr7:50782416-50782910,494,2,target
GRB10,ENSG00000106070.19,ENSG00000106070.19:t:50703821-50703908,-0.112040751837234,0.59867163983864,2.03607909254888e-06,0.388,0.264,t|1e1.1o1|1e2.1o2|1e3.1o2|1e4.1o1|1e5.2o2|1e6.1o1|1e7.1o1|1e8.1o1|1e9.1o1,FALSE,FALSE,TRUE,9,10,1,chr7,-,ENSG00000106070.19:t:50703821-50703908_50703908-50705140,50792442,50792969,50703908,50705140,,,1232,chr7:50703908-50705140,chr7:50792442-50792969,527,2,target
RAPGEFL1,ENSG00000108352.12,ENSG00000108352.12:s:40177495-40178381,-0.143663251789376,0.764497086160578,1.55814525416575e-05,0.324,0.158,s|1e1.2o2|1e2.1o2|i,FALSE,FALSE,TRUE,3,3,1,chr17,+,ENSG00000108352.12:s:40177495-40178381_40178381-40181299,40177495,40178381,40178381,40181299,40178382,40181238,2918,chr17:40178381-40181299,chr17:40177495-40178381,886,1,source
RAPGEFL1,ENSG00000108352.12,ENSG00000108352.12:s:40177495-40178381,0.25253378704801,0.987117868756961,8.59723089040261e-07,0.39,0.661,s|1e1.2o2|1e2.1o2|i,FALSE,FALSE,TRUE,3,3,1,chr17,+,ENSG00000108352.12:s:40177495-40178381_40178381-40181616,40181239,40181486,40178381,40181616,,,3235,chr17:40178381-40181616,chr17:40181239-40181486,247,1,source
RAPGEFL1,ENSG00000108352.12,ENSG00000108352.12:s:40177495-40178381,-0.0709973190625298,0.315067991788033,8.54926025959379e-05,0.283,0.176,s|1e1.2o2|1e2.1o2|i,FALSE,FALSE,TRUE,3,3,0,chr17,+,ENSG00000108352.12:s:40177495-40178381_40178382-40181238,40181616,40181694,40178382,40181238,,,2856,chr17:40178382-40181238,chr17:40181616-40181694,78,0,source
RAPGEFL1,ENSG00000108352.12,ENSG00000108352.12:t:40181616-40181694,-0.0210533838018374,0.031269843527529,5.63025839553921e-05,0.125,0.088,t|1e1.1o3|1e2.1o1|1e3.1o2|1e3.2o2,TRUE,FALSE,TRUE,4,4,1,chr17,+,ENSG00000108352.12:t:40181616-40181694_40177122-40181616,40177010,40177284,40177122,40181616,,,4494,chr17:40177122-40181616,chr17:40177010-40177284,274,1,target
RAPGEFL1,ENSG00000108352.12,ENSG00000108352.12:t:40181616-40181694,0.185152985716701,0.870333823367113,1.21317161012317e-06,0.494,0.709,t|1e1.1o3|1e2.1o1|1e3.1o2|1e3.2o2,TRUE,FALSE,TRUE,4,4,1,chr17,+,ENSG00000108352.12:t:40181616-40181694_40178381-40181616,40177495,40178381,40178381,40181616,,,3235,chr17:40178381-40181616,chr17:40177495-40178381,886,1,target
RAPGEFL1,ENSG00000108352.12,ENSG00000108352.12:t:40181616-40181694,-0.142708773639288,0.731349837828554,2.15207484977054e-06,0.339,0.166,t|1e1.1o3|1e2.1o1|1e3.1o2|1e3.2o2,TRUE,FALSE,TRUE,4,4,1,chr17,+,ENSG00000108352.12:t:40181616-40181694_40181373-40181616,40181239,40181486,40181373,40181616,,,243,chr17:40181373-40181616,chr17:40181239-40181486,247,1,target
RAPGEFL1,ENSG00000108352.12,ENSG00000108352.12:t:40181616-40181694,-0.00338282585645959,0.000887642024243247,0.0009394717692911,0.043,0.037,t|1e1.1o3|1e2.1o1|1e3.1o2|1e3.2o2,TRUE,FALSE,TRUE,4,4,1,chr17,+,ENSG00000108352.12:t:40181616-40181694_40181486-40181616,40181616,40181694,40181486,40181616,,,130,chr17:40181486-40181616,chr17:40181616-40181694,78,0,target
WNT5B,ENSG00000111186.13,ENSG00000111186.13:t:1645794-1647212,-0.111551463889288,0.547792477141108,4.26687259258429e-06,0.335,0.182,t|1e1.1o2|1e2.3o3,FALSE,FALSE,TRUE,2,3,1,chr12,+,ENSG00000111186.13:t:1645794-1647212_1632905-1645794,1632658,1632906,1632905,1645794,,,12889,chr12:1632905-1645794,chr12:1632658-1632906,248,2,target
WNT5B,ENSG00000111186.13,ENSG00000111186.13:t:1645794-1647212,0.111551429372478,0.547792128547173,4.26665284826845e-06,0.665,0.818,t|1e1.1o2|1e2.3o3,FALSE,FALSE,TRUE,2,3,1,chr12,+,ENSG00000111186.13:t:1645794-1647212_1639976-1645794,1639684,1639976,1639976,1645794,,,5818,chr12:1639976-1645794,chr12:1639684-1639976,292,1,target
CEBPZ,ENSG00000115816.15,ENSG00000115816.15:s:37202950-37203008,-0.108210775412873,0.564427536505652,3.62370015579705e-05,0.592,0.469,s|1e1.1o1|i,FALSE,FALSE,FALSE,2,2,1,chr2,-,ENSG00000115816.15:s:37202950-37203008_37202865-37202950,37202784,37202865,37202865,37202950,37202866,37202949,85,chr2:37202865-37202950,chr2:37202784-37202865,81,0,source
CEBPZ,ENSG00000115816.15,ENSG00000115816.15:s:37202950-37203008,0.10821074104901,0.564427235305716,3.62340807248544e-05,0.408,0.531,s|1e1.1o1|i,FALSE,FALSE,FALSE,2,2,0,chr2,-,ENSG00000115816.15:s:37202950-37203008_37202866-37202949,37202950,37203008,37202866,37202949,,,83,chr2:37202866-37202949,chr2:37202950-37203008,58,1,source
P3H1,ENSG00000117385.15,ENSG00000117385.15:s:42759986-42762475,0.157113510317101,0.830775807697676,1.11936725384908e-06,0.086,0.261,s|1e1.1o2|1e1.2o2,FALSE,TRUE,FALSE,2,2,1,chr1,-,ENSG00000117385.15:s:42759986-42762475_42759393-42762323,42759201,42759393,42759393,42762323,,,2930,chr1:42759393-42762323,chr1:42759201-42759393,192,0,source
P3H1,ENSG00000117385.15,ENSG00000117385.15:s:42759986-42762475,-0.157113464397147,0.830775682737789,1.11942565939049e-06,0.914,0.739,s|1e1.1o2|1e1.2o2,FALSE,TRUE,FALSE,2,2,1,chr1,-,ENSG00000117385.15:s:42759986-42762475_42759390-42762323,42759986,42762475,42759390,42762323,,,2933,chr1:42759390-42762323,chr1:42759986-42762475,2489,2,source
PMFBP1,ENSG00000118557.15,ENSG00000118557.15:s:72164764-72164916,-0.00217540660684846,7.46229622691225e-06,0.021577299698206,0.033,0.003,s|1e1.1o1|1e2.1o1|1e3.1o1,FALSE,FALSE,TRUE,3,4,1,chr16,-,ENSG00000118557.15:s:72164764-72164916_72164486-72164764,72140412,72140582,72164486,72164764,,,278,chr16:72164486-72164764,chr16:72140412-72140582,170,2,source
PMFBP1,ENSG00000118557.15,ENSG00000118557.15:s:72164764-72164916,0.149214121393643,0.894900658011781,1.20057296941787e-07,0.821,0.985,s|1e1.1o1|1e2.1o1|1e3.1o1,FALSE,FALSE,TRUE,3,4,1,chr16,-,ENSG00000118557.15:s:72164764-72164916_72154459-72164764,72154211,72154459,72154459,72164764,,,10305,chr16:72154459-72164764,chr16:72154211-72154459,248,2,source
PMFBP1,ENSG00000118557.15,ENSG00000118557.15:s:72164764-72164916,-0.114636654790516,0.644142869641273,7.32930592439729e-07,0.145,0.012,s|1e1.1o1|1e2.1o1|1e3.1o1,FALSE,FALSE,TRUE,3,4,0,chr16,-,ENSG00000118557.15:s:72164764-72164916_72140582-72164764,72164371,72164486,72140582,72164764,,,24182,chr16:72140582-72164764,chr16:72164371-72164486,115,1,source
PMFBP1,ENSG00000118557.15,ENSG00000118557.15:t:72140412-72140582,-0.15361336809405,0.906685435625885,8.40650704603263e-08,0.182,0.012,t|1e1.2o2|1e2.4o4|1e3.1o1,FALSE,FALSE,TRUE,3,4,0,chr16,-,ENSG00000118557.15:t:72140412-72140582_72140582-72164764,72140412,72140582,72140582,72164764,,,24182,chr16:72140582-72164764,chr16:72140412-72140582,170,2,target
PMFBP1,ENSG00000118557.15,ENSG00000118557.15:t:72140412-72140582,0.205800288437146,0.915329167760312,8.86647189234846e-07,0.429,0.659,t|1e1.2o2|1e2.4o4|1e3.1o1,FALSE,FALSE,TRUE,3,4,0,chr16,-,ENSG00000118557.15:t:72140412-72140582_72140582-72154211,72150608,72150652,72140582,72154211,,,13629,chr16:72140582-72154211,chr16:72150608-72150652,44,2,target
PMFBP1,ENSG00000118557.15,ENSG00000118557.15:t:72140412-72140582,-0.0311955657690053,0.115665696145369,1.91944182961201e-05,0.392,0.329,t|1e1.2o2|1e2.4o4|1e3.1o1,FALSE,FALSE,TRUE,3,4,1,chr16,-,ENSG00000118557.15:t:72140412-72140582_72140582-72150608,72154211,72154459,72140582,72150608,,,10026,chr16:72140582-72150608,chr16:72154211-72154459,248,2,target
GRIA2,ENSG00000120251.20,ENSG00000120251.20:t:157221598-157221807,0.149999506867144,0.880458051732882,3.42778784480959e-07,0.029,0.182,t|1e1.1o1|1e2.2o2,FALSE,FALSE,TRUE,2,3,1,chr4,+,ENSG00000120251.20:t:157221598-157221807_157220725-157221667,157220668,157220725,157220725,157221667,,,942,chr4:157220725-157221667,chr4:157220668-157220725,57,0,target
GRIA2,ENSG00000120251.20,ENSG00000120251.20:t:157221598-157221807,-0.149999511513214,0.880458190006911,3.42794969077076e-07,0.971,0.818,t|1e1.1o1|1e2.2o2,FALSE,FALSE,TRUE,2,3,1,chr4,+,ENSG00000120251.20:t:157221598-157221807_157221130-157221667,157220728,157221130,157221130,157221667,,,537,chr4:157221130-157221667,chr4:157220728-157221130,402,0,target
GRIA2,ENSG00000120251.20,ENSG00000120251.20:t:157361010-157361124,-0.133252232666175,0.658164538413315,2.86929771552424e-05,0.623,0.444,t|1e1.1o1|i,FALSE,FALSE,FALSE,2,2,1,chr4,+,ENSG00000120251.20:t:157361010-157361124_157360143-157361010,157359896,157360143,157360143,157361010,157360750,157361009,867,chr4:157360143-157361010,chr4:157359896-157360143,247,1,target
GRIA2,ENSG00000120251.20,ENSG00000120251.20:t:157361010-157361124,0.133252227300955,0.65816433263226,2.86907834325865e-05,0.377,0.556,t|1e1.1o1|i,FALSE,FALSE,FALSE,2,2,1,chr4,+,ENSG00000120251.20:t:157361010-157361124_157360750-157361009,157361010,157361124,157360750,157361009,,,259,chr4:157360750-157361009,chr4:157361010-157361124,114,0,target
GRIA2,ENSG00000120251.20,ENSG00000120251.20:t:157361538-157361652,-0.127256992160035,0.662416665759687,2.6319169769029e-05,0.361,0.21,t|1e1.1o1|1e2.1o1|i,FALSE,FALSE,TRUE,3,3,1,chr4,+,ENSG00000120251.20:t:157361538-157361652_157360143-157361538,157359896,157360143,157360143,157361538,157361125,157361537,1395,chr4:157360143-157361538,chr4:157359896-157360143,247,1,target
GRIA2,ENSG00000120251.20,ENSG00000120251.20:t:157361538-157361652,-0.0187963372769249,0.0190689577638417,0.00091829894881601,0.083,0.048,t|1e1.1o1|1e2.1o1|i,FALSE,FALSE,TRUE,3,3,1,chr4,+,ENSG00000120251.20:t:157361538-157361652_157361124-157361538,157361010,157361124,157361124,157361538,,,414,chr4:157361124-157361538,chr4:157361010-157361124,114,0,target
GRIA2,ENSG00000120251.20,ENSG00000120251.20:t:157361538-157361652,0.163973159104756,0.831225307281223,1.14097927601513e-05,0.558,0.74,t|1e1.1o1|1e2.1o1|i,FALSE,FALSE,TRUE,3,3,0,chr4,+,ENSG00000120251.20:t:157361538-157361652_157361125-157361537,157361538,157361652,157361125,157361537,,,412,chr4:157361125-157361537,chr4:157361538-157361652,114,0,target
PQLC1,ENSG00000122490.19,ENSG00000122490.19:t:79930228-79930311,0.114048853154842,0.554290453598449,4.28367453711605e-06,0.259,0.415,t|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr18,-,ENSG00000122490.19:t:79930228-79930311_79930311-79943329,79930228,79930311,79930311,79943329,,,13018,chr18:79930311-79943329,chr18:79930228-79930311,83,2,target
PQLC1,ENSG00000122490.19,ENSG00000122490.19:t:79930228-79930311,-0.114048893894446,0.55429089894719,4.28389608331248e-06,0.741,0.585,t|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr18,-,ENSG00000122490.19:t:79930228-79930311_79930311-79933969,79933969,79934022,79930311,79933969,,,3658,chr18:79930311-79933969,chr18:79933969-79934022,53,2,target
MTRR,ENSG00000124275.14,ENSG00000124275.14:s:7877944-7878322,-0.209485278145447,0.994590135282267,8.60862825469155e-10,0.997,0.761,s|1e1.1o1|1e2.1o2,FALSE,FALSE,TRUE,2,3,1,chr5,+,ENSG00000124275.14:s:7877944-7878322_7878322-7883155,7877944,7878322,7878322,7883155,,,4833,chr5:7878322-7883155,chr5:7877944-7878322,378,0,source
MTRR,ENSG00000124275.14,ENSG00000124275.14:s:7877944-7878322,0.209485250323432,0.994590141199341,8.60352741822977e-10,0.003,0.239,s|1e1.1o1|1e2.1o2,FALSE,FALSE,TRUE,2,3,0,chr5,+,ENSG00000124275.14:s:7877944-7878322_7878322-7885701,7883155,7883277,7878322,7885701,,,7379,chr5:7878322-7885701,chr5:7883155-7883277,122,2,source
MTRR,ENSG00000124275.14,ENSG00000124275.14:t:7885701-7885854,0.169473226678224,0.954455135758272,1.65412181460392e-08,0.002,0.2,t|1e1.8o8|1e2.2o2,FALSE,FALSE,TRUE,2,3,0,chr5,+,ENSG00000124275.14:t:7885701-7885854_7878322-7885701,7877944,7878322,7878322,7885701,,,7379,chr5:7878322-7885701,chr5:7877944-7878322,378,0,target
MTRR,ENSG00000124275.14,ENSG00000124275.14:t:7885701-7885854,-0.169473236699408,0.954455153045391,1.65421574216396e-08,0.998,0.8,t|1e1.8o8|1e2.2o2,FALSE,FALSE,TRUE,2,3,1,chr5,+,ENSG00000124275.14:t:7885701-7885854_7883277-7885701,7883155,7883277,7883277,7885701,,,2424,chr5:7883277-7885701,chr5:7883155-7883277,122,2,target
PSMF1,ENSG00000125818.18,ENSG00000125818.18:t:1166227-1172246,-0.21085835385068,0.999313326024942,1.91518800818358e-10,0.331,0.114,t|1e1.2o3|i,FALSE,FALSE,FALSE,2,2,1,chr20,+,ENSG00000125818.18:t:1166227-1172246_1164476-1166227,1164318,1164492,1164476,1166227,1165060,1166226,1751,chr20:1164476-1166227,chr20:1164318-1164492,174,0,target
PSMF1,ENSG00000125818.18,ENSG00000125818.18:t:1166227-1172246,0.210858386595623,0.999313321289375,1.91893647671628e-10,0.669,0.886,t|1e1.2o3|i,FALSE,FALSE,FALSE,2,2,1,chr20,+,ENSG00000125818.18:t:1166227-1172246_1165060-1166226,1166227,1172246,1165060,1166226,,,1166,chr20:1165060-1166226,chr20:1166227-1172246,6019,1,target
PRKRIP1,ENSG00000128563.13,ENSG00000128563.13:s:102376212-102376322,-0.00909568589080028,0.00353118785001694,0.000310682616505908,0.148,0.13,s|1e1.1o2|1e2.1o1|1e3.1o1,FALSE,FALSE,TRUE,3,4,1,chr7,+,ENSG00000128563.13:s:102376212-102376322_102376322-102395977,102376212,102376322,102376322,102395977,,,19655,chr7:102376322-102395977,chr7:102376212-102376322,110,2,source
PRKRIP1,ENSG00000128563.13,ENSG00000128563.13:s:102376212-102376322,0.129600315449152,0.712089237729518,1.75015473693232e-06,0.586,0.729,s|1e1.1o2|1e2.1o1|1e3.1o1,FALSE,FALSE,TRUE,3,4,1,chr7,+,ENSG00000128563.13:s:102376212-102376322_102376322-102397620,102395977,102396537,102376322,102397620,,,21298,chr7:102376322-102397620,chr7:102395977-102396537,560,2,source
PRKRIP1,ENSG00000128563.13,ENSG00000128563.13:s:102376212-102376322,-0.114864225466402,0.62316903943697,2.45266868492688e-06,0.266,0.14,s|1e1.1o2|1e2.1o1|1e3.1o1,FALSE,FALSE,TRUE,3,4,1,chr7,+,ENSG00000128563.13:s:102376212-102376322_102376322-102399548,102397620,102397698,102376322,102399548,,,23226,chr7:102376322-102399548,chr7:102397620-102397698,78,0,source
PRKRIP1,ENSG00000128563.13,ENSG00000128563.13:t:102399548-102399648,-0.11931055530243,0.68530543586965,9.85783181195465e-07,0.204,0.082,t|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr7,+,ENSG00000128563.13:t:102399548-102399648_102376322-102399548,102376212,102376322,102376322,102399548,,,23226,chr7:102376322-102399548,chr7:102376212-102376322,110,2,target
PRKRIP1,ENSG00000128563.13,ENSG00000128563.13:t:102399548-102399648,0.119310546158858,0.685305171003596,9.85729354881688e-07,0.796,0.918,t|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr7,+,ENSG00000128563.13:t:102399548-102399648_102397698-102399548,102397620,102397698,102397698,102399548,,,1850,chr7:102397698-102399548,chr7:102397620-102397698,78,0,target
PDLIM4,ENSG00000131435.13,ENSG00000131435.13:s:132271303-132271466,-0.20508028138177,0.953025740422329,3.53061759161832e-07,0.965,0.744,s|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr5,+,ENSG00000131435.13:s:132271303-132271466_132271466-132271791,132271303,132271466,132271466,132271791,,,325,chr5:132271466-132271791,chr5:132271303-132271466,163,1,source
PDLIM4,ENSG00000131435.13,ENSG00000131435.13:s:132271303-132271466,0.205080285516061,0.953025707011393,3.53045853470828e-07,0.035,0.256,s|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr5,+,ENSG00000131435.13:s:132271303-132271466_132271466-132272025,132271791,132271908,132271466,132272025,,,559,chr5:132271466-132272025,chr5:132271791-132271908,117,0,source
PDLIM4,ENSG00000131435.13,ENSG00000131435.13:t:132272025-132273454,0.125898799147808,0.680247535251455,2.16575341097139e-06,0.037,0.184,t|1e1.2o2|1e2.3o3,FALSE,FALSE,TRUE,2,3,1,chr5,+,ENSG00000131435.13:t:132272025-132273454_132271466-132272025,132271303,132271466,132271466,132272025,,,559,chr5:132271466-132272025,chr5:132271303-132271466,163,1,target
PDLIM4,ENSG00000131435.13,ENSG00000131435.13:t:132272025-132273454,-0.125898828408487,0.680248044173809,2.16586818424513e-06,0.963,0.816,t|1e1.2o2|1e2.3o3,FALSE,FALSE,TRUE,2,3,1,chr5,+,ENSG00000131435.13:t:132272025-132273454_132271908-132272025,132271791,132271908,132271908,132272025,,,117,chr5:132271908-132272025,chr5:132271791-132271908,117,0,target
SCLY,ENSG00000132330.17,ENSG00000132330.17:s:238069297-238069836,0.194004006776953,0.935387789914611,4.33510578142959e-07,0.108,0.32,s|1e1.1o1|1e2.2o2,FALSE,FALSE,TRUE,2,3,1,chr2,+,ENSG00000132330.17:s:238069297-238069836_238069477-238073783,238069297,238069836,238069477,238073783,,,4306,chr2:238069477-238073783,chr2:238069297-238069836,539,2,source
SCLY,ENSG00000132330.17,ENSG00000132330.17:s:238069297-238069836,-0.194003959488227,0.935387688621514,4.3353133427626e-07,0.892,0.68,s|1e1.1o1|1e2.2o2,FALSE,FALSE,TRUE,2,3,1,chr2,+,ENSG00000132330.17:s:238069297-238069836_238069477-238081709,238073783,238073847,238069477,238081709,,,12232,chr2:238069477-238081709,chr2:238073783-238073847,64,1,source
NUMB,ENSG00000133961.20,ENSG00000133961.20:s:73282245-73282505,-0.137590688306553,0.785520459330605,6.37782838563972e-06,0.197,0.052,s|1e1.1o1|1e2.1o1|i,FALSE,FALSE,TRUE,3,3,1,chr14,-,ENSG00000133961.20:s:73282245-73282505_73279424-73282359,73275107,73277293,73279424,73282359,73281538,73282244,2935,chr14:73279424-73282359,chr14:73275107-73277293,2186,2,source
NUMB,ENSG00000133961.20,ENSG00000133961.20:s:73282245-73282505,0.10581289703538,0.547963930945937,3.91258839616753e-05,0.731,0.856,s|1e1.1o1|1e2.1o1|i,FALSE,FALSE,TRUE,3,3,1,chr14,-,ENSG00000133961.20:s:73282245-73282505_73277293-73282359,73279281,73279424,73277293,73282359,,,5066,chr14:73277293-73282359,chr14:73279281-73279424,143,2,source
NUMB,ENSG00000133961.20,ENSG00000133961.20:s:73282245-73282505,0.0077582855186193,0.00437065095878935,0.00207959702316236,0.071,0.091,s|1e1.1o1|1e2.1o1|i,FALSE,FALSE,TRUE,3,3,0,chr14,-,ENSG00000133961.20:s:73282245-73282505_73281538-73282244,73282245,73282505,73281538,73282244,,,706,chr14:73281538-73282244,chr14:73282245-73282505,260,2,source
PRPH,ENSG00000135406.14,ENSG00000135406.14:s:49297958-49298037,0.133780979389043,0.761373251519951,1.20444626563095e-06,0.09,0.23,s|1e1.1o2|1e1.2o2,FALSE,TRUE,FALSE,2,2,1,chr12,+,ENSG00000135406.14:s:49297958-49298037_49298037-49298285,49297958,49298037,49298037,49298285,,,248,chr12:49298037-49298285,chr12:49297958-49298037,79,1,source
PRPH,ENSG00000135406.14,ENSG00000135406.14:s:49297958-49298037,-0.133780946450292,0.761373147871378,1.20451252938469e-06,0.91,0.77,s|1e1.1o2|1e1.2o2,FALSE,TRUE,FALSE,2,2,1,chr12,+,ENSG00000135406.14:s:49297958-49298037_49298037-49298288,49298285,49298686,49298037,49298288,,,251,chr12:49298037-49298288,chr12:49298285-49298686,401,2,source
MFSD9,ENSG00000135953.11,ENSG00000135953.11:s:102732286-102732426,-0.102757769561122,0.501086246418224,4.79781006224034e-06,0.428,0.287,s|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr2,-,ENSG00000135953.11:s:102732286-102732426_102732138-102732322,102731025,102731068,102732138,102732322,,,184,chr2:102732138-102732322,chr2:102731025-102731068,43,1,source
MFSD9,ENSG00000135953.11,ENSG00000135953.11:s:102732286-102732426,0.102757743201416,0.50108592339836,4.79755685271071e-06,0.572,0.713,s|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr2,-,ENSG00000135953.11:s:102732286-102732426_102731068-102732322,102732024,102732138,102731068,102732322,,,1254,chr2:102731068-102732322,chr2:102732024-102732138,114,0,source
RASGEF1B,ENSG00000138670.17,ENSG00000138670.17:t:81458983-81459514,0.115090176717153,0.524421610414336,5.37119734960421e-06,0.244,0.426,t|1e1.3o4|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr4,-,ENSG00000138670.17:t:81458983-81459514_81459514-81602839,81458983,81459514,81459514,81602839,,,143325,chr4:81459514-81602839,chr4:81458983-81459514,531,0,target
RASGEF1B,ENSG00000138670.17,ENSG00000138670.17:t:81458983-81459514,-0.115090206463595,0.524421930362921,5.37143784340444e-06,0.756,0.574,t|1e1.3o4|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr4,-,ENSG00000138670.17:t:81458983-81459514_81459514-81471770,81471770,81471928,81459514,81471770,,,12256,chr4:81459514-81471770,chr4:81471770-81471928,158,2,target
NKD1,ENSG00000140807.7,ENSG00000140807.7:s:50621602-50621708,-0.135639493165408,0.712706456753695,2.02834859719392e-05,0.99,0.817,s|1e1.2o2|i,FALSE,FALSE,FALSE,2,2,1,chr16,+,ENSG00000140807.7:s:50621602-50621708_50621708-50625485,50621602,50621708,50621708,50625485,50621709,50625224,3777,chr16:50621708-50625485,chr16:50621602-50621708,106,1,source
NKD1,ENSG00000140807.7,ENSG00000140807.7:s:50621602-50621708,0.135639446089512,0.712705885108215,2.02819018717468e-05,0.01,0.183,s|1e1.2o2|i,FALSE,FALSE,FALSE,2,2,0,chr16,+,ENSG00000140807.7:s:50621602-50621708_50621709-50625224,50625225,50625580,50621709,50625224,,,3515,chr16:50621709-50625224,chr16:50625225-50625580,355,1,source
PLEKHA6,ENSG00000143850.15,ENSG00000143850.15:s:204228728-204228861,0.134337722528016,0.781538505509207,6.41725837531984e-06,0.667,0.802,s|1e1.1o1|1e2.1o1|i,FALSE,FALSE,TRUE,3,3,1,chr1,-,ENSG00000143850.15:s:204228728-204228861_204228228-204228728,204223462,204223585,204228228,204228728,204228229,204228727,500,chr1:204228228-204228728,chr1:204223462-204223585,123,0,source
PLEKHA6,ENSG00000143850.15,ENSG00000143850.15:s:204228728-204228861,-0.134434964983699,0.812467485190327,2.02011830297e-06,0.178,0.047,s|1e1.1o1|1e2.1o1|i,FALSE,FALSE,TRUE,3,3,0,chr1,-,ENSG00000143850.15:s:204228728-204228861_204223585-204228728,204228083,204228228,204223585,204228728,,,5143,chr1:204223585-204228728,chr1:204228083-204228228,145,1,source
PLEKHA6,ENSG00000143850.15,ENSG00000143850.15:s:204228728-204228861,-0.00344213625940336,0.000478338992442705,0.0208902625599026,0.156,0.152,s|1e1.1o1|1e2.1o1|i,FALSE,FALSE,TRUE,3,3,0,chr1,-,ENSG00000143850.15:s:204228728-204228861_204228229-204228727,204228728,204228861,204228229,204228727,,,498,chr1:204228229-204228727,chr1:204228728-204228861,133,1,source
PLEKHA6,ENSG00000143850.15,ENSG00000143850.15:t:204223462-204223585,-0.166415210719088,0.984803175871409,8.31793967037697e-10,0.238,0.065,t|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,0,chr1,-,ENSG00000143850.15:t:204223462-204223585_204223585-204228728,204223462,204223585,204223585,204228728,,,5143,chr1:204223585-204228728,chr1:204223462-204223585,123,0,target
