Chr	Start	End	Name	Null	Strand	ExcludedBases	Coverage	IntronDepth	IntronDepth25Percentile	IntronDepth50Percentile	IntronDepth75Percentile	ExonToIntronReadsLeft	ExonToIntronReadsRight	IntronDepthFirst50bp	IntronDepthLast50bp	SpliceLeft	SpliceRight	SpliceExact	IRratio	Warnings	sample
chr9	35384314	35385723	UNC13B	0	+	10	1	31.8164	28	32	36	42	33	42.75	34.4	25	24	24	0.559986	-	CGND-HRA-00934
chr19	17627940	17629239	UNC13A	0	-	10	1	149.157	130	149	173	114	172	133.15	150.4	115	97	97	0.564652	-	CGND-HRA-00936
chr9	35384314	35385723	UNC13B	0	+	10	1	33.0392	28	33	40	44	30	42	27.9	26	24	24	0.559615	-	CGND-HRA-00936
chr19	17627940	17629239	UNC13A	0	-	10	1	5.4971	4	5	7	6	9	4.35	9.95	23	23	23	0.1929	NonUniformIntronCover	CGND-HRA-00937
chr9	35384314	35385723	UNC13B	0	+	10	1	35.3743	29	35	44	56	27	53.85	29.55	45	45	45	0.44012	NonUniformIntronCover	CGND-HRA-00937
chr19	17627940	17629239	UNC13A	0	-	10	1	10.8046	8	10	16	17	16	15.8	17.4	21	18	18	0.339719	NonUniformIntronCover	CGND-HRA-00938
chr9	35384314	35385723	UNC13B	0	+	10	1	24.4296	19	25	28	44	22	41.65	21.25	41	40	40	0.373372	NonUniformIntronCover	CGND-HRA-00938
chr19	17627940	17629239	UNC13A	0	-	10	1	70.4178	54	71	85	87	118	83.8	101.35	444	400	400	0.136888	NonUniformIntronCover	CGND-HRA-00939
chr9	35384314	35385723	UNC13B	0	+	10	1	27.9572	23	28	34	65	28	65.6	24.3	48	48	48	0.368065	NonUniformIntronCover	CGND-HRA-00939
chr19	17627940	17629239	UNC13A	0	-	10	1	124.408	78	129	161	166	211	166.7	195.6	162	149	149	0.434374	NonUniformIntronCover	CGND-HRA-00940
chr9	35384314	35385723	UNC13B	0	+	10	1	24.9465	21	25	29	27	23	26.6	25.05	27	27	27	0.480235	-	CGND-HRA-00940
chr19	17627940	17629239	UNC13A	0	-	10	0.920869	3.7853	2	3	8	11	9	13.8	8.95	12	9	9	0.239799	MinorIsoform	CGND-HRA-00941
chr9	35384314	35385723	UNC13B	0	+	10	1	19.041	14	19	23	39	13	39.65	13.25	32	32	32	0.373053	NonUniformIntronCover	CGND-HRA-00941
chr19	17627940	17629239	UNC13A	0	-	10	0.927851	3.43907	2	3	5	5	4	5	4	11	10	10	0.238178	-	CGND-HRA-00942
chr9	35384314	35385723	UNC13B	0	+	10	1	14.9501	12	15	18	17	19	18.05	16	43	43	43	0.257982	-	CGND-HRA-00942
chr19	17627940	17629239	UNC13A	0	-	10	1	53.5029	42	54	62	56	63	56.85	59.8	503	464	464	0.0961413	-	CGND-HRA-00943
chr9	35384314	35385723	UNC13B	0	+	10	1	40.7861	36	41	46	66	27	59.6	23.95	33	32	32	0.552761	NonUniformIntronCover	CGND-HRA-00943
chr19	17627940	17629239	UNC13A	0	-	10	1	77.8975	49.5	79	102	117	143	115.55	123.05	499	459	459	0.135028	NonUniformIntronCover	CGND-HRA-00944
chr9	35384314	35385723	UNC13B	0	+	10	1	29.8378	24	30	37	113	48	91.95	39.65	42	42	42	0.415349	NonUniformIntronCover	CGND-HRA-00944
chr19	17627940	17629239	UNC13A	0	-	10	1	6.82012	4	7	9	6	10	3.1	10.7	41	41	41	0.14262	-	CGND-HRA-00945
chr9	35384314	35385723	UNC13B	0	+	10	1	15.8913	13	16	21	29	19	29.7	24.65	40	40	40	0.284325	NonUniformIntronCover	CGND-HRA-00945
chr19	17627940	17629239	UNC13A	0	-	10	1	7.45648	5	7	9	8	9	9	11.3	25	23	23	0.229738	-	CGND-HRA-00946
chr9	35384314	35385723	UNC13B	0	+	10	1	13.9216	11	14	16	22	15	20.45	15.1	34	33	33	0.290507	NonUniformIntronCover	CGND-HRA-00946
chr19	17627940	17629239	UNC13A	0	-	10	0.942591	5.58221	2	6	9	7	12	6.9	9.15	28	27	27	0.166225	NonUniformIntronCover	CGND-HRA-00947
chr9	35384314	35385723	UNC13B	0	+	10	1	10.6399	8	11	14	33	13	22.5	10.45	27	27	27	0.282677	NonUniformIntronCover	CGND-HRA-00947
chr19	17627940	17629239	UNC13A	0	-	10	1	37.9439	22	35	57.5	79	107	74.55	85.8	232	205	205	0.140562	NonUniformIntronCover	CGND-HRA-00948
chr9	35384314	35385723	UNC13B	0	+	10	1	11.4349	9	11	16	45	25	38.5	21.1	28	28	28	0.28997	NonUniformIntronCover	CGND-HRA-00948
chr19	17627940	17629239	UNC13A	0	-	10	1	16.7408	5	15	31	27	52	24.5	46.1	146	119	119	0.102868	NonUniformIntronCover	CGND-HRA-00949
chr9	35384314	35385723	UNC13B	0	+	10	1	13.1836	9	13	16	19	13	16.95	15.8	38	38	38	0.257575	-	CGND-HRA-00949
chr19	17627940	17629239	UNC13A	0	-	10	1	71.207	39	63	117	132	193	152.7	170.05	65	54	54	0.522785	NonUniformIntronCover	CGND-HRA-00950
chr9	35384314	35385723	UNC13B	0	+	10	1	10.7843	8	11	14	19	14	14.45	12.6	38	38	38	0.221061	NonUniformIntronCover	CGND-HRA-00950
chr19	17627940	17629239	UNC13A	0	-	10	0.899922	4.97679	3	5	7	5	5	7	8.8	1	1	1	0.832686	LowCover	CGND-HRA-00951
chr9	35384314	35385723	UNC13B	0	+	10	1	17.3993	12	17	24	33	19	38.75	20.8	61	61	61	0.221932	NonUniformIntronCover	CGND-HRA-00951
chr19	17627940	17629239	UNC13A	0	-	10	1	53.3598	37	50	83.5	93	109	94.75	101.45	314	277	277	0.145252	NonUniformIntronCover	CGND-HRA-00953
chr9	35384314	35385723	UNC13B	0	+	10	1	18.7594	12	18	27	50	24	34.75	17.5	37	37	37	0.336434	NonUniformIntronCover	CGND-HRA-00953
chr19	17627940	17629239	UNC13A	0	-	10	0.81924	2.52031	1	2	5	3	2	1	3	8	7	7	0.239566	LowCover	CGND-HRA-00954
chr9	35384314	35385723	UNC13B	0	+	10	1	9.68449	8	10	12	15	10	17.35	13.3	27	27	27	0.263994	NonUniformIntronCover	CGND-HRA-00954
chr19	17627940	17629239	UNC13A	0	-	10	1	52.8549	43.5	53	63	94	64	72.95	63.45	539	475	475	0.0893039	NonUniformIntronCover	CGND-HRA-00955
chr9	35384314	35385723	UNC13B	0	+	10	1	33.7201	29	33	40	53	30	48.7	30.45	40	39	39	0.457407	NonUniformIntronCover	CGND-HRA-00955
chr19	17627940	17629239	UNC13A	0	-	10	1	59.2128	42	60	77	100	98	91.9	89.7	603	542	541	0.0894165	NonUniformIntronCover	CGND-HRA-00956
chr9	35384314	35385723	UNC13B	0	+	10	1	27.6453	23	28	33	50	34	47.3	29.2	40	40	40	0.40868	NonUniformIntronCover	CGND-HRA-00956
chr19	17627940	17629239	UNC13A	0	-	10	1	151.721	127	150	176	139	149	127.05	146.8	173	144	144	0.467236	-	CGND-HRA-00957
chr9	35384314	35385723	UNC13B	0	+	10	1	28.9394	22	29	35	35	23	31.35	28.65	22	22	22	0.568114	-	CGND-HRA-00957
chr19	17627940	17629239	UNC13A	0	-	10	0.918542	4.23985	2	4	7	5	15	8.8	13.25	20	17	17	0.174912	NonUniformIntronCover	CGND-HRA-00958
chr9	35384314	35385723	UNC13B	0	+	10	1	20.7291	16	21	27	41	17	49.15	15.5	55	55	55	0.273727	NonUniformIntronCover	CGND-HRA-00958
chr19	17627940	17629239	UNC13A	0	-	10	0.940264	11.7118	8	12	17	15	17	17.45	19.3	23	19	19	0.337401	-	CGND-HRA-00959
chr9	35384314	35385723	UNC13B	0	+	10	1	13.8217	11	14	18	31	14	24.9	12.55	49	48	48	0.220015	NonUniformIntronCover	CGND-HRA-00959
chr19	17627940	17629239	UNC13A	0	-	10	0.944919	4.20116	3	4	5	8	10	6.95	7.2	16	16	16	0.207966	NonUniformIntronCover	CGND-HRA-00960
chr9	35384314	35385723	UNC13B	0	+	10	1	16.3084	13	16	20	26	23	22.75	21.25	46	46	46	0.261737	NonUniformIntronCover	CGND-HRA-00960
chr19	17627940	17629239	UNC13A	0	-	10	1	61.0696	51	61	71	60	65	78.45	65	402	347	347	0.13188	-	CGND-HRA-00961
chr9	35384314	35385723	UNC13B	0	+	10	1	50.2781	43	50	58	72	46	69.8	41.7	53	52	52	0.486822	-	CGND-HRA-00961
chr19	17627940	17629239	UNC13A	0	-	10	1	62.3636	49	62	77	90	87	84.25	76	515	465	465	0.108014	-	CGND-HRA-00962
chr9	35384314	35385723	UNC13B	0	+	10	1	35.4135	31	35	39	56	42	51.45	42.6	67	64	64	0.34579	NonUniformIntronCover	CGND-HRA-00962
chr19	17627940	17629239	UNC13A	0	-	10	1	24.3888	19	24	30	24	25	24.25	21.45	78	68	68	0.238198	-	CGND-HRA-00963
chr9	35384314	35385723	UNC13B	0	+	10	1	16.2977	13	16	20	25	19	20.65	17.1	37	37	37	0.305786	NonUniformIntronCover	CGND-HRA-00963
chr19	17627940	17629239	UNC13A	0	-	10	1	61.3308	53	61	72	93	80	88.6	86.55	553	487	487	0.0998334	NonUniformIntronCover	CGND-HRA-00964
chr9	35384314	35385723	UNC13B	0	+	10	1	55.7415	48	56	64	66	53	67.25	56.9	52	52	52	0.517363	-	CGND-HRA-00964
chr19	17627940	17629239	UNC13A	0	-	10	1	57.8956	45	58	71	76	70	69	69.8	412	352	352	0.123209	-	CGND-HRA-00965
chr9	35384314	35385723	UNC13B	0	+	10	1	42.9572	35	43	49	59	25	61.5	29.95	29	29	29	0.596983	NonUniformIntronCover	CGND-HRA-00965
chr19	17627940	17629239	UNC13A	0	-	10	1	100.191	81	101	117.5	79	113	79.1	112.8	144	115	115	0.410299	-	CGND-HRA-00966
chr9	35384314	35385723	UNC13B	0	+	10	1	23.6809	20	24	26	27	26	26.3	24.2	27	27	27	0.467255	-	CGND-HRA-00966
chr19	17627940	17629239	UNC13A	0	-	10	1	13.0793	8	13	22	18	20	22.4	21.6	87	77	77	0.130689	NonUniformIntronCover	CGND-HRA-00967
chr9	35384314	35385723	UNC13B	0	+	10	1	19.2977	16	19	23	30	25	32.05	22.6	24	24	24	0.445698	NonUniformIntronCover	CGND-HRA-00967
chr19	17627940	17629239	UNC13A	0	-	10	1	71.2669	42	72	95	114	154	101.45	126.7	343	305	305	0.172031	NonUniformIntronCover	CGND-HRA-00968
chr9	35384314	35385723	UNC13B	0	+	10	1	27.9305	20	28	35	120	43	87.9	41.6	42	41	41	0.399404	NonUniformIntronCover	CGND-HRA-00968
chr19	17627940	17629239	UNC13A	0	-	10	1	77.089	66	76	90	106	80	99.4	82.1	439	397	397	0.149371	-	CGND-HRA-00969
chr9	35384314	35385723	UNC13B	0	+	10	1	41.3066	35	41	48	65	40	64.2	50.95	49	49	49	0.457404	NonUniformIntronCover	CGND-HRA-00969
chr19	17627940	17629239	UNC13A	0	-	10	1	86.4197	73	87	96	78	86	83.4	89	120	100	100	0.41866	-	CGND-HRA-00970
chr9	35384314	35385723	UNC13B	0	+	10	1	26.9519	20	26	33	26	20	22.55	32.05	20	19	19	0.574032	-	CGND-HRA-00970
chr19	17627940	17629239	UNC13A	0	-	10	0.977502	3.74081	2	3	8	1	10	2	11	7	6	6	0.34828	LowCover	CGND-HRA-00971
chr9	35384314	35385723	UNC13B	0	+	10	1	21.2941	15	21	27	42	25	34.55	26.7	34	33	33	0.385106	NonUniformIntronCover	CGND-HRA-00971
chr19	17627940	17629239	UNC13A	0	-	10	0.938712	5.37718	3	5	9	6	10	5.25	9.65	10	10	10	0.349686	NonUniformIntronCover	CGND-HRA-00972
chr9	35384314	35385723	UNC13B	0	+	10	1	21.6506	18	21	26	33	13	35.55	14	27	26	26	0.445023	NonUniformIntronCover	CGND-HRA-00972
chr19	17627940	17629239	UNC13A	0	-	10	1	72.4313	55	72	84	80	97	82.7	88.35	631	569	569	0.102969	-	CGND-HRA-00973
chr9	35384314	35385723	UNC13B	0	+	10	1	46.0232	39	46	52	51	32	46.3	42.1	55	55	55	0.45557	-	CGND-HRA-00973
chr19	17627940	17629239	UNC13A	0	-	10	1	57.2534	46	57	73	58	86	60.25	72.75	529	481	481	0.0976598	NonUniformIntronCover	CGND-HRA-00974
chr9	35384314	35385723	UNC13B	0	+	10	1	41.7219	37	42	47	76	46	69.9	41.55	47	47	47	0.470255	NonUniformIntronCover	CGND-HRA-00974
chr19	17627940	17629239	UNC13A	0	-	10	1	61.2534	46	61	72	70	93	64.9	79.65	444	410	410	0.121233	NonUniformIntronCover	CGND-HRA-00975
chr9	35384314	35385723	UNC13B	0	+	10	1	40.0107	35	40	46	56	34	40.7	27.95	47	47	47	0.459837	-	CGND-HRA-00975
chr19	17627940	17629239	UNC13A	0	-	10	1	70.0909	56.5	71	80	103	85	72.95	69.7	445	408	407	0.136075	-	CGND-HRA-00976
chr9	35384314	35385723	UNC13B	0	+	10	1	43.6988	39	44	48	56	43	55.85	45.2	36	36	36	0.548299	-	CGND-HRA-00976
chr19	17627940	17629239	UNC13A	0	-	10	1	7.11992	3	7	11	2	12	10.65	13	31	29	29	0.186777	NonUniformIntronCover	CGND-HRA-00978
chr9	35384314	35385723	UNC13B	0	+	10	1	32.7023	27	33	38	44	26	41.7	33.15	34	33	33	0.490273	-	CGND-HRA-00978
chr19	17627940	17629239	UNC13A	0	-	10	1	12.9884	9	13	17	19	36	22	28.95	36	33	33	0.265132	NonUniformIntronCover	CGND-HRA-00979
chr9	35384314	35385723	UNC13B	0	+	10	1	26.5098	21	26	32	25	23	26.05	23.4	23	22	22	0.535446	-	CGND-HRA-00979
chr19	17627940	17629239	UNC13A	0	-	10	1	104.957	84	105	128	125	124	116.55	126.65	421	371	371	0.199555	-	CGND-HRA-00980
chr9	35384314	35385723	UNC13B	0	+	10	1	45.1194	36	45	52	97	53	68.7	50.95	33	31	31	0.57757	NonUniformIntronCover	CGND-HRA-00980
chr19	17627940	17629239	UNC13A	0	-	10	1	34.8162	24	35	48	51	52	41.35	48.75	232	196	196	0.130488	-	CGND-HRA-00981
chr9	35384314	35385723	UNC13B	0	+	10	1	21.8111	18	22	27	40	30	39.9	27.95	33	33	33	0.397932	NonUniformIntronCover	CGND-HRA-00981
chr19	17627940	17629239	UNC13A	0	-	10	1	122.936	98	125	144	126	168	125.4	142.45	124	107	107	0.497846	-	CGND-HRA-00982
chr9	35384314	35385723	UNC13B	0	+	10	1	19.2816	16	19	23	28	10	22.2	14.15	16	16	16	0.546506	NonUniformIntronCover	CGND-HRA-00982
chr19	17627940	17629239	UNC13A	0	-	10	0.852599	3.7234	2	4	7	6	4	7.3	5.45	17	16	16	0.179671	NonUniformIntronCover	CGND-HRA-00983
chr9	35384314	35385723	UNC13B	0	+	10	1	14.3547	10	14	21	24	24	16.65	24.4	29	28	28	0.331099	NonUniformIntronCover	CGND-HRA-00983
chr19	17627940	17629239	UNC13A	0	-	10	1	49.0174	41	48	62	64	90	67	69.1	302	258	258	0.139644	NonUniformIntronCover	CGND-HRA-00985
chr9	35384314	35385723	UNC13B	0	+	10	1	57.1854	49	57	68	105	46	83.75	53.5	72	72	72	0.442661	NonUniformIntronCover	CGND-HRA-00985
chr19	17627940	17629239	UNC13A	0	-	10	1	102.752	62	105	127	108	154	115.25	144.6	86	73	73	0.544377	-	CGND-HRA-00986
chr9	35384314	35385723	UNC13B	0	+	10	1	18.9412	16	19	23	33	19	28.9	17.75	25	25	25	0.431058	NonUniformIntronCover	CGND-HRA-00986
chr19	17627940	17629239	UNC13A	0	-	10	0.941815	3.04449	1	3	5	4	4	4.55	5	12	11	11	0.202366	-	CGND-HRA-00987
chr9	35384314	35385723	UNC13B	0	+	10	1	15.7148	11	16	21	18	15	14.25	15.6	35	35	35	0.309866	-	CGND-HRA-00987
chr19	17627940	17629239	UNC13A	0	-	10	0.993794	8.21663	6	8	11	15	14	13.75	12.4	6	4	4	0.577959	MinorIsoform	CGND-HRA-00988
chr9	35384314	35385723	UNC13B	0	+	10	1	32.1016	28	32	37	46	22	44.9	24.4	37	37	37	0.464557	-	CGND-HRA-00988
chr19	17627940	17629239	UNC13A	0	-	10	1	28.3075	11	31	38	34	54	37.85	49.95	135	119	119	0.173339	NonUniformIntronCover	CGND-HRA-00989
chr9	35384314	35385723	UNC13B	0	+	10	1	10.7879	7	11	15	18	16	12.85	16.25	12	12	12	0.473404	NonUniformIntronCover	CGND-HRA-00989
chr19	17627940	17629239	UNC13A	0	-	10	1	31.5222	13	35	50	56	73	49.3	60.85	157	139	139	0.167207	NonUniformIntronCover	CGND-HRA-00990
chr9	35384314	35385723	UNC13B	0	+	10	1	16.6364	13	17	19	48	16	44	16.65	35	35	35	0.322183	NonUniformIntronCover	CGND-HRA-00990
chr19	17627940	17629239	UNC13A	0	-	10	0.870442	1.89942	1	2	3	2	4	2	3.4	13	12	12	0.127483	NonUniformIntronCover	CGND-HRA-00992
chr9	35384314	35385723	UNC13B	0	+	10	0.974982	4.44563	3	4	6	15	1	10.9	1	10	10	10	0.307749	NonUniformIntronCover	CGND-HRA-00992
chr19	17627940	17629239	UNC13A	0	-	10	1	26.2921	13	27	37	48	45	42.75	35.45	74	63	63	0.262155	NonUniformIntronCover	CGND-HRA-00993
chr9	35384314	35385723	UNC13B	0	+	10	1	9.31373	7	9	12	19	19	14.7	19.05	21	21	21	0.307245	NonUniformIntronCover	CGND-HRA-00993
chr19	17627940	17629239	UNC13A	0	-	10	1	18.764	13	19	24	25	37	23.2	39.7	107	96	96	0.1492	NonUniformIntronCover	CGND-HRA-00994
chr9	35384314	35385723	UNC13B	0	+	10	1	10.5508	7	11	14	22	8	21.95	9	21	21	21	0.334407	NonUniformIntronCover	CGND-HRA-00994
chr19	17627940	17629239	UNC13A	0	-	10	0.662529	1.26306	0	1	2	2	3	2	2	2	2	2	0.387078	LowCover	CGND-HRA-00996
chr9	35384314	35385723	UNC13B	0	+	10	1	8.77184	7	9	11	10	9	13.2	9.75	28	28	28	0.238548	-	CGND-HRA-00996
chr19	17627940	17629239	UNC13A	0	-	10	0.826222	1.59188	1	2	3	5	4	5.7	3.05	2	2	2	0.443188	LowCover	CGND-HRA-00997
chr9	35384314	35385723	UNC13B	0	+	10	1	8.02674	5	8	11	7	6	7.35	7.9	21	21	21	0.276529	-	CGND-HRA-00997
chr19	17627940	17629239	UNC13A	0	-	10	0.930178	12.2476	7	13	18	17	24	18.3	21.05	16	15	15	0.43358	NonUniformIntronCover	CGND-HRA-00998
chr9	35384314	35385723	UNC13B	0	+	10	1	6.2549	5	6	8	10	5	6.7	3.45	14	14	14	0.308809	NonUniformIntronCover	CGND-HRA-00998
chr19	17627940	17629239	UNC13A	0	-	10	1	10.4952	6	11	15	20	16	15.7	14.15	25	22	22	0.295679	NonUniformIntronCover	CGND-HRA-00999
chr9	35384314	35385723	UNC13B	0	+	10	1	7.86988	6	8	10	13	5	9.45	3	12	12	12	0.396071	NonUniformIntronCover	CGND-HRA-00999
chr19	17627940	17629239	UNC13A	0	-	10	1	44.5222	39	44	51	48	55	44.85	47.8	35	29	29	0.559872	-	CGND-HRA-01000
chr9	35384314	35385723	UNC13B	0	+	10	1	6.14439	4	6	8	10	6	7.35	5.5	10	10	10	0.38059	NonUniformIntronCover	CGND-HRA-01000
chr19	17627940	17629239	UNC13A	0	-	10	1	27.7234	23	27	35	30	37	29.25	34.85	150	138	138	0.155992	-	CGND-HRA-01001
chr9	35384314	35385723	UNC13B	0	+	10	1	13.7237	10	14	18	22	14	21.45	7.4	15	15	15	0.477783	NonUniformIntronCover	CGND-HRA-01001
chr19	17627940	17629239	UNC13A	0	-	10	1	36.8066	24	38	48	42	63	53.8	52.45	25	20	20	0.595512	NonUniformIntronCover	CGND-HRA-01003
chr9	35384314	35385723	UNC13B	0	+	10	1	5.85027	4	6	8	6	3	5.45	3	1	1	1	0.85402	LowCover	CGND-HRA-01003
chr19	17627940	17629239	UNC13A	0	-	10	0.704422	2.4294	0	2	5	4	5	3.45	1.05	27	25	25	0.0825501	NonUniformIntronCover	CGND-HRA-01004
chr9	35384314	35385723	UNC13B	0	+	10	1	5.60428	3	6	8	13	6	12.85	9	33	33	33	0.145172	NonUniformIntronCover	CGND-HRA-01004
chr19	17627940	17629239	UNC13A	0	-	10	0.626067	1.11025	0	1	2	5	7	3.4	3.65	36	33	33	0.0299176	NonUniformIntronCover	CGND-HRA-01005
chr9	35384314	35385723	UNC13B	0	+	10	0.988563	4.46346	3	4	6	7	5	4.55	2.9	15	14	14	0.229325	NonUniformIntronCover	CGND-HRA-01005
chr19	17627940	17629239	UNC13A	0	-	10	1	27.8085	20	28	34	36	44	31.1	38.1	138	116	116	0.167715	NonUniformIntronCover	CGND-HRA-01007
chr9	35384314	35385723	UNC13B	0	+	10	1	15.6578	12	16	18	19	14	15.55	11.65	21	21	21	0.427133	-	CGND-HRA-01007
chr19	17627940	17629239	UNC13A	0	-	10	1	32.381	23	32	42.5	41	45	37.45	33.15	116	95	95	0.218229	-	CGND-HRA-01008
chr9	35384314	35385723	UNC13B	0	+	10	1	9.30838	6	9	12	12	15	10.45	12	17	17	17	0.353818	NonUniformIntronCover	CGND-HRA-01008
chr19	17627940	17629239	UNC13A	0	-	10	1	16.8046	12	17	21	17	27	19.9	28.5	100	85	85	0.14387	NonUniformIntronCover	CGND-HRA-01010
chr9	35384314	35385723	UNC13B	0	+	10	1	13.6863	11	14	18	20	7	27	7	16	16	16	0.46103	NonUniformIntronCover	CGND-HRA-01010
chr19	17627940	17629239	UNC13A	0	-	10	0.989139	14.5416	7	16	20	26	26	24.55	24.65	46	43	43	0.240192	NonUniformIntronCover	CGND-HRA-01011
chr9	35384314	35385723	UNC13B	0	+	10	0.996426	9.09091	6	9	13	10	11	12.3	12	11	11	11	0.452489	-	CGND-HRA-01011
chr19	17627940	17629239	UNC13A	0	-	10	1	25.8994	18	24	38	32	43	34.65	38	26	23	23	0.499031	NonUniformIntronCover	CGND-HRA-01012
chr9	35384314	35385723	UNC13B	0	+	10	1	5.77897	4	6	7	8	7	7.35	5.65	5	5	5	0.536134	-	CGND-HRA-01012
chr19	17627940	17629239	UNC13A	0	-	10	0.939488	7.43714	2	8	14	20	27	20.85	23.7	37	33	33	0.167363	NonUniformIntronCover	CGND-HRA-01013
chr9	35384314	35385723	UNC13B	0	+	10	0.997856	4.61141	3	4	7	10	15	8.8	10.2	17	17	17	0.213378	NonUniformIntronCover	CGND-HRA-01013
chr19	17627940	17629239	UNC13A	0	-	10	1	25.0116	16	26	32	21	34	30.8	32.05	81	75	75	0.235933	-	CGND-HRA-01014
chr9	35384314	35385723	UNC13B	0	+	10	1	8.918	6	9	13	21	14	18.5	10.15	7	7	7	0.560246	NonUniformIntronCover	CGND-HRA-01014
chr19	17627940	17629239	UNC13A	0	-	10	1	30.0986	23	30	40	38	43	35.7	33.95	26	22	22	0.536531	-	CGND-HRA-01015
chr9	35384314	35385723	UNC13B	0	+	10	1	5.61854	4	6	8	9	4	13	5.8	8	8	8	0.412565	NonUniformIntronCover	CGND-HRA-01015
chr19	17627940	17629239	UNC13A	0	-	10	1	15.9923	6	17	25	46	55	40.9	48.3	64	52	52	0.199923	NonUniformIntronCover	CGND-HRA-01016
chr9	35384314	35385723	UNC13B	0	+	10	0.947105	3.07843	2	3	5	10	2	9.4	1	15	15	15	0.170282	NonUniformIntronCover	CGND-HRA-01016
chr19	17627940	17629239	UNC13A	0	-	10	1	18.4662	10	19	27.5	31	52	22.7	43.85	68	64	64	0.213565	NonUniformIntronCover	CGND-HRA-01017
chr9	35384314	35385723	UNC13B	0	+	10	0.973553	3.34046	2	3	6	8	0	7	2	13	13	13	0.204429	NonUniformIntronCover	CGND-HRA-01017
chr19	17627940	17629239	UNC13A	0	-	10	1	24.5048	13	26	41	55	95	56.85	80.9	23	16	16	0.515839	MinorIsoform	CGND-HRA-01018
chr9	35384314	35385723	UNC13B	0	+	10	0.974982	3.91979	2	3	6	11	5	8	6	9	9	9	0.303394	NonUniformIntronCover	CGND-HRA-01018
chr19	17627940	17629239	UNC13A	0	-	10	0.982157	14.5338	8	15	21	26	31	22.35	30.35	51	44	44	0.221776	NonUniformIntronCover	CGND-HRA-01019
chr9	35384314	35385723	UNC13B	0	+	10	1	9.5508	7	10	12	27	11	22.75	10.85	14	14	14	0.40554	NonUniformIntronCover	CGND-HRA-01019
chr19	17627940	17629239	UNC13A	0	-	10	1	26.617	10	25	38	34	39	34.2	34.95	47	38	38	0.361561	-	CGND-HRA-01021
chr9	35384314	35385723	UNC13B	0	+	10	1	8.69875	7	9	11	9	9	9.65	9.2	17	17	17	0.338489	-	CGND-HRA-01021
chr19	17627940	17629239	UNC13A	0	-	10	1	26.5048	8	28	35	33	46	40.15	36.6	52	43	43	0.33762	NonUniformIntronCover	CGND-HRA-01022
chr9	35384314	35385723	UNC13B	0	+	10	1	6.20856	4	6	9	13	10	9	10.4	12	12	12	0.340969	NonUniformIntronCover	CGND-HRA-01022
chr19	17627940	17629239	UNC13A	0	-	10	1	50.8279	36	50	65	66	58	61.5	63.95	19	15	15	0.727902	-	CGND-HRA-01023
chr9	35384314	35385723	UNC13B	0	+	10	1	5.4795	3	5	7	2	5	3.95	3	9	9	9	0.378432	NonUniformIntronCover	CGND-HRA-01023
chr19	17627940	17629239	UNC13A	0	-	10	0.986036	6.76596	2	7	11	14	35	13	24.4	40	36	36	0.144677	NonUniformIntronCover	CGND-HRA-01024
chr9	35384314	35385723	UNC13B	0	+	10	0.987848	7.918	6	8	9	22	2	15.55	3	24	23	23	0.248073	NonUniformIntronCover	CGND-HRA-01024
chr19	17627940	17629239	UNC13A	0	-	10	1	30.9323	20	33	43	23	47	25.55	43.45	32	30	30	0.491517	NonUniformIntronCover	CGND-HRA-01025
chr9	35384314	35385723	UNC13B	0	+	10	0.987134	4.54545	3	4	6	5	2	4.3	3	10	10	10	0.3125	NonUniformIntronCover	CGND-HRA-01025
chr19	17627940	17629239	UNC13A	0	-	10	0.948798	6.39845	3	6	11	7	26	8.25	20.65	19	17	17	0.251923	NonUniformIntronCover	CGND-HRA-01026
chr9	35384314	35385723	UNC13B	0	+	10	1	8.81105	6	9	13	18	8	15.45	6.2	14	14	14	0.386262	NonUniformIntronCover	CGND-HRA-01026
chr19	17627940	17629239	UNC13A	0	-	10	0.935609	9.2089	4	8	16	21	28	21.5	24.7	35	28	28	0.208304	NonUniformIntronCover	CGND-HRA-01027
chr9	35384314	35385723	UNC13B	0	+	10	1	6.73262	4	7	10	12	10	12.3	5.95	19	19	19	0.261638	NonUniformIntronCover	CGND-HRA-01027
chr19	17627940	17629239	UNC13A	0	-	10	1	19.1296	5	16	34	48	66	37.45	58.35	17	11	11	0.529472	MinorIsoform	CGND-HRA-01028
chr9	35384314	35385723	UNC13B	0	+	10	1	5.7861	4	6	8	15	7	15.8	5.05	15	15	15	0.278364	NonUniformIntronCover	CGND-HRA-01028
chr19	17627940	17629239	UNC13A	0	-	10	0.959659	10.1103	5	10	15	10	23	12.55	23.2	24	20	20	0.296399	NonUniformIntronCover	CGND-HRA-01029
chr9	35384314	35385723	UNC13B	0	+	10	1	6.37255	4	6	9	20	9	17.9	9	22	22	22	0.224603	NonUniformIntronCover	CGND-HRA-01029
chr19	17627940	17629239	UNC13A	0	-	10	1	18.3037	9	19	25	20	46	17.8	42.7	46	40	40	0.284644	NonUniformIntronCover	CGND-HRA-01030
chr9	35384314	35385723	UNC13B	0	+	10	1	7.84314	5	8	11	12	6	12.95	9.2	10	10	10	0.43956	NonUniformIntronCover	CGND-HRA-01030
chr19	17627940	17629239	UNC13A	0	-	10	1	43.8337	32	44	52	43	69	43.8	63.55	17	11	11	0.720549	MinorIsoform	CGND-HRA-01031
